X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-10380035.313,5621317.3975,0009XX BROADWAY ST NE,MP2019101638        ,2     ,2019/04/11 00:00:00+00,1355,2019/04/10 00:00:00+00,2019/04/11 13:55:00+00,1630,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2019/04/12 00:00:00+00,20101,-93.24544,44.9987,-10380035.313,5621317.3975,Northeast Park,2019/04/12 00:00:00+00,2022/03/17 09:10:30+00,91
-10385559.4578,5613960.184,0012XX 28TH ST W,MP2019101646        ,5     ,2019/04/11 00:00:00+00,914,2019/04/06 00:00:00+00,2019/04/11 09:14:00+00,1700,THEFT   ,OTHER THEFT                   ,07 ,2019/04/11 00:00:00+00,17315,-93.29506,44.95195,-10385559.4578,5613960.184,Lowry Hill East,2019/04/11 00:00:00+00,2022/03/17 09:10:30+00,93
-10385687.3755,5623591.4308,0013XX LOWRY AVE N,MP2019101694        ,4     ,2019/04/11 00:00:00+00,1037,2019/04/10 00:00:00+00,2019/04/11 10:37:00+00,1034,THEFT   ,OTHER THEFT                   ,07 ,2019/04/11 00:00:00+00,10383,-93.29621,45.01314,-10385687.3755,5623591.4308,Folwell,2019/04/11 00:00:00+00,2022/03/17 09:10:30+00,95
-10383638.5694,5615967.612,0018XX NICOLLET AVE,MP2019101857        ,5     ,2019/04/11 00:00:00+00,1510,2019/04/11 00:00:00+00,2019/04/11 15:10:00+00,1336,THEFT   ,OTHER THEFT                   ,07 ,2019/04/12 00:00:00+00,22155,-93.27781,44.96471,-10383638.5694,5615967.612,Steven's Square - Loring Heights,2019/04/12 00:00:00+00,2022/03/17 09:10:30+00,106
-10379036.7412,5618494.1593,0013XX 4TH ST SE,MP2019102032        ,2     ,2019/04/11 00:00:00+00,1858,2019/04/09 00:00:00+00,2019/04/11 18:58:00+00,1700,THEFT   ,OTHER THEFT                   ,07 ,2019/04/12 00:00:00+00,16642,-93.23647,44.98076,-10379036.7412,5618494.1593,Marcy Holmes,2019/04/12 00:00:00+00,2022/03/17 09:10:30+00,112
-10380769.8491,5619997.4821,0006XX CENTRAL AVE NE,MP2019102255        ,2     ,2019/04/12 00:00:00+00,30,2019/04/11 00:00:00+00,2019/04/12 00:30:00+00,2350,THEFT   ,OTHER THEFT                   ,07 ,2019/04/12 00:00:00+00,16590,-93.25204,44.99031,-10380769.8491,5619997.4821,Marcy Holmes,2019/04/12 00:00:00+00,2022/03/17 09:10:30+00,118
-10383797.5999,5609303.5666,0044XX BLAISDELL AVE,MP2019102671        ,5     ,2019/04/12 00:00:00+00,1351,2019/04/04 00:00:00+00,2019/04/12 13:51:00+00,1,THEFT   ,OTHER THEFT                   ,07 ,2019/04/14 00:00:00+00,13582,-93.27924,44.92233,-10383797.5999,5609303.5666,King Field,2019/04/14 00:00:00+00,2022/03/17 09:10:30+00,134
-10386391.7708,5623601.0199,0018XX LOWRY AVE N,MP2019102688        ,4     ,2019/04/12 00:00:00+00,2219,2019/04/12 00:00:00+00,2019/04/12 22:19:00+00,1420,THEFT   ,OTHER THEFT                   ,07 ,2019/04/13 00:00:00+00,10576,-93.30254,45.0132,-10386391.7708,5623601.0199,Folwell,2019/04/13 00:00:00+00,2022/03/17 09:10:30+00,136
-10385150.7268,5611718.1199,0009XX 36TH ST W,MP2019102757        ,5     ,2019/04/12 00:00:00+00,2152,2019/04/08 00:00:00+00,2019/04/12 21:52:00+00,1200,THEFT   ,OTHER THEFT                   ,07 ,2019/04/13 00:00:00+00,13098,-93.29139,44.93769,-10385150.7268,5611718.1199,East Harriet,2019/04/13 00:00:00+00,2022/03/17 09:10:30+00,141
-10383749.3904,5613393.4476,0002XX LAKE ST W,MP2019102782        ,5     ,2019/04/12 00:00:00+00,2043,2019/04/12 00:00:00+00,2019/04/12 20:43:00+00,1606,THEFT   ,OTHER THEFT                   ,07 ,2019/04/13 00:00:00+00,21928,-93.2788,44.94834,-10383749.3904,5613393.4476,Whittier,2019/04/13 00:00:00+00,2022/03/17 09:10:30+00,142
-10380887.262,5623351.6066,0023XX HOWARD ST NE,MP2019102922        ,2     ,2019/04/12 00:00:00+00,1833,2019/04/12 00:00:00+00,2019/04/12 18:33:00+00,1830,THEFT   ,OTHER THEFT                   ,07 ,2019/04/13 00:00:00+00,11315,-93.25309,45.01162,-10380887.262,5623351.6066,Holland,2019/04/13 00:00:00+00,2022/03/17 09:10:30+00,148
-10383094.1205,5617413.6465,0009XX MARQUETTE AVE,MP2019102962        ,1     ,2019/04/12 00:00:00+00,1931,2019/04/12 00:00:00+00,2019/04/12 19:31:00+00,1931,THEFT   ,OTHER THEFT                   ,07 ,2019/04/13 00:00:00+00,21933,-93.27292,44.9739,-10383094.1205,5617413.6465,Downtown West,2019/04/13 00:00:00+00,2022/03/17 09:10:30+00,152
-10385414.6198,5616559.5063,0005XX GROVELAND TERR,MP2019102984        ,5     ,2019/04/12 00:00:00+00,2000,2019/04/12 00:00:00+00,2019/04/12 20:00:00+00,1925,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2019/04/13 00:00:00+00,22316,-93.29376,44.96847,-10385414.6198,5616559.5063,Lowry Hill,2019/04/13 00:00:00+00,2022/03/17 09:10:30+00,153
-10388986.4538,5607757.5718,0036XX 50TH ST W,MP2019103028        ,5     ,2019/04/12 00:00:00+00,2116,2019/04/12 00:00:00+00,2019/04/12 21:16:00+00,1745,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2019/04/13 00:00:00+00,14349,-93.32585,44.9125,-10388986.4538,5607757.5718,Fulton,2019/04/13 00:00:00+00,2022/03/17 09:10:30+00,154
-10382944.3039,5613529.8307,0029XX CLINTON AVE,MP2019103075        ,3     ,2019/04/12 00:00:00+00,2115,2019/04/12 00:00:00+00,2019/04/12 21:15:00+00,1950,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2019/04/13 00:00:00+00,17058,-93.27157,44.94921,-10382944.3039,5613529.8307,Phillips West,2019/04/13 00:00:00+00,2022/03/17 09:10:30+00,156
-10377672.8454,5610164.7572,0041XX HIAWATHA AVE,MP2019103389        ,3     ,2019/04/13 00:00:00+00,925,2019/04/13 00:00:00+00,2019/04/13 09:25:00+00,755,THEFT   ,OTHER THEFT                   ,07 ,2019/04/13 00:00:00+00,20506,-93.22422,44.92781,-10377672.8454,5610164.7572,Hiawatha,2019/04/18 00:00:00+00,2022/03/17 09:10:30+00,167
-10382007.582,5624091.9693,0026XX UNIVERSITY AVE NE,MP2019103434        ,2     ,2019/04/13 00:00:00+00,1149,2019/04/13 00:00:00+00,2019/04/13 11:49:00+00,939,THEFT   ,OTHER THEFT                   ,07 ,2019/04/14 00:00:00+00,14496,-93.26316,45.01632,-10382007.582,5624091.9693,Marshall Terrace,2019/04/14 00:00:00+00,2022/03/17 09:10:30+00,169
-10388065.8745,5607605.2195,0050XX WASHBURN AVE S,MP2019103438        ,5     ,2019/04/13 00:00:00+00,1111,2019/02/03 00:00:00+00,2019/04/13 11:11:00+00,1200,THEFT   ,OTHER THEFT                   ,07 ,2019/04/15 00:00:00+00,14253,-93.31758,44.91153,-10388065.8745,5607605.2195,Fulton,2019/04/15 00:00:00+00,2022/03/17 09:10:30+00,170
-10382642.366,5618170.9151,0004XX MARQUETTE AVE,MP2019103506        ,1     ,2019/04/13 00:00:00+00,1731,2019/04/13 00:00:00+00,2019/04/13 17:31:00+00,530,THEFT   ,OTHER THEFT                   ,07 ,2019/04/16 00:00:00+00,17246,-93.26886,44.97871,-10382642.366,5618170.9151,Downtown West,2019/04/16 00:00:00+00,2022/03/17 09:10:30+00,173
-10382978.5303,5618383.6275,0004XX HENNEPIN AVE,MP2019103582        ,1     ,2019/04/13 00:00:00+00,1340,2019/04/13 00:00:00+00,2019/04/13 13:40:00+00,200,THEFT   ,OTHER THEFT                   ,07 ,2019/04/14 00:00:00+00,16700,-93.27188,44.98006,-10382978.5303,5618383.6275,Downtown West,2019/04/14 00:00:00+00,2022/03/17 09:10:30+00,178
-10382373.9972,5608466.4283,0047XX OAKLAND AVE,MP2019103621        ,3     ,2019/04/13 00:00:00+00,1414,2019/04/11 00:00:00+00,2019/04/13 14:14:00+00,1500,THEFT   ,OTHER THEFT                   ,07 ,2019/04/13 00:00:00+00,13282,-93.26645,44.91701,-10382373.9972,5608466.4283,Field,2019/04/13 00:00:00+00,2022/03/17 09:10:30+00,180
-10382760.5848,5617627.5331,0007XX 2ND AVE S,MP2019103686        ,1     ,2019/04/13 00:00:00+00,1722,2019/04/13 00:00:00+00,2019/04/13 17:22:00+00,1530,THEFT   ,OTHER THEFT                   ,07 ,2019/04/14 00:00:00+00,17249,-93.26992,44.97526,-10382760.5848,5617627.5331,Downtown West,2019/04/14 00:00:00+00,2022/03/17 09:10:30+00,183
-10380399.8739,5619567.6468,0005XX 4TH AVE SE,MP2019103724        ,2     ,2019/04/13 00:00:00+00,2203,2019/04/12 00:00:00+00,2019/04/13 22:03:00+00,1500,THEFT   ,OTHER THEFT                   ,07 ,2019/04/14 00:00:00+00,16590,-93.24871,44.98758,-10380399.8739,5619567.6468,Nicollet Island - East Bank,2019/04/14 00:00:00+00,2022/03/17 09:10:30+00,187
-10384779.3872,5614100.6408,0027XX LYNDALE AVE S,MP2019103768        ,5     ,2019/04/13 00:00:00+00,1714,2019/04/13 00:00:00+00,2019/04/13 17:14:00+00,1422,THEFT   ,OTHER THEFT                   ,07 ,2019/04/14 00:00:00+00,16753,-93.28806,44.95284,-10384779.3872,5614100.6408,Whittier,2019/04/14 00:00:00+00,2022/03/17 09:10:30+00,188
-10375337.8172,5607092.865,0053XX SOUTH MINNEHAHA PARK DR,MP2019103832        ,3     ,2019/04/13 00:00:00+00,2048,2019/04/13 00:00:00+00,2019/04/13 20:48:00+00,1748,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2019/04/14 00:00:00+00,23504,-93.20324,44.90827,-10375337.8172,5607092.865,Minnehaha,2019/04/16 00:00:00+00,2022/03/17 09:10:30+00,189
-10386520.0024,5616599.9704,0011XX KENWOOD PKWY,MP2019103879        ,5     ,2019/04/13 00:00:00+00,2004,2019/04/13 00:00:00+00,2019/04/13 20:04:00+00,1300,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2019/04/13 00:00:00+00,20411,-93.30369,44.96872,-10386520.0024,5616599.9704,Lowry Hill,2019/04/15 00:00:00+00,2022/03/17 09:10:30+00,191
-10384377.0214,5608729.4447,0046XX GRAND AVE S,MP2019103891        ,5     ,2019/04/13 00:00:00+00,2048,2019/04/13 00:00:00+00,2019/04/13 20:48:00+00,1600,THEFT   ,OTHER THEFT                   ,07 ,2019/04/13 00:00:00+00,22302,-93.28444,44.91868,-10384377.0214,5608729.4447,Tangletown,2019/04/30 00:00:00+00,2022/03/17 09:10:30+00,192
-10385721.9351,5614583.6257,0025XX HENNEPIN AVE,MP2019104332        ,5     ,2019/04/14 00:00:00+00,539,2019/04/14 00:00:00+00,2019/04/14 05:39:00+00,315,THEFT   ,OTHER THEFT                   ,07 ,2019/04/14 00:00:00+00,21961,-93.29652,44.95591,-10385721.9351,5614583.6257,East Isles,2019/04/14 00:00:00+00,2022/03/17 09:10:30+00,201
-10387344.408,5626941.4897,0043XX RUSSELL AVE N,MP2019104371        ,4     ,2019/04/14 00:00:00+00,635,2019/04/14 00:00:00+00,2019/04/14 06:35:00+00,635,THEFT   ,OTHER THEFT                   ,07 ,2019/04/15 00:00:00+00,18893,-93.3111,45.03441,-10387344.408,5626941.4897,Victory,2021/02/25 00:00:00+00,2022/03/17 09:10:30+00,204
-10385497.4553,5626896.2215,0043XX EMERSON AVE N,MP2019104380        ,4     ,2019/04/14 00:00:00+00,1054,2019/04/14 00:00:00+00,2019/04/14 10:54:00+00,630,THEFT   ,OTHER THEFT                   ,07 ,2019/04/15 00:00:00+00,14859,-93.29451,45.03413,-10385497.4553,5626896.2215,Webber - Camden,2021/02/25 00:00:00+00,2022/03/17 09:10:30+00,205
-10380375.1923,5616503.946,0016XX 6TH ST S,MP2019104509        ,1     ,2019/04/14 00:00:00+00,1247,2019/04/14 00:00:00+00,2019/04/14 12:47:00+00,1132,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2019/04/15 00:00:00+00,20031,-93.24849,44.96811,-10380375.1923,5616503.946,Cedar Riverside,2019/04/15 00:00:00+00,2022/03/17 09:10:30+00,208
-10386349.1429,5626939.538,0043XX KNOX AVE N,MP2019104571        ,4     ,2019/04/14 00:00:00+00,1408,2019/04/09 00:00:00+00,2019/04/14 14:08:00+00,1200,THEFT   ,OTHER THEFT                   ,07 ,2019/04/15 00:00:00+00,10442,-93.30216,45.0344,-10386349.1429,5626939.538,Webber - Camden,2019/04/15 00:00:00+00,2022/03/17 09:10:30+00,211
-10384729.5086,5628658.0641,0049XX 6TH ST N,MP2019104584        ,4     ,2019/04/14 00:00:00+00,1458,2019/04/13 00:00:00+00,2019/04/14 14:58:00+00,2200,THEFT   ,OTHER THEFT                   ,07 ,2019/04/15 00:00:00+00,10108,-93.28761,45.04531,-10384729.5086,5628658.0641,Lind - Bohanon,2021/02/25 00:00:00+00,2022/03/17 09:10:30+00,212
-10382853.9825,5618509.721,0003XX HENNEPIN AVE,MP2019104615        ,1     ,2019/04/14 00:00:00+00,1458,2019/04/13 00:00:00+00,2019/04/14 14:58:00+00,1150,THEFT   ,OTHER THEFT                   ,07 ,2019/04/15 00:00:00+00,17867,-93.27076,44.98086,-10382853.9825,5618509.721,Downtown West,2019/04/15 00:00:00+00,2022/03/17 09:10:30+00,215
-10380346.1854,5623438.0265,0009XX 24TH AVE NE,MP2019104621        ,2     ,2019/04/14 00:00:00+00,1540,2019/04/14 00:00:00+00,2019/04/14 15:40:00+00,1450,THEFT   ,OTHER THEFT                   ,07 ,2019/04/15 00:00:00+00,19629,-93.24823,45.01217,-10380346.1854,5623438.0265,Holland,2019/04/15 00:00:00+00,2022/03/17 09:10:30+00,216
-10384636.4836,5614383.2749,0026XX GARFIELD AVE,MP2019104633        ,5     ,2019/04/14 00:00:00+00,1534,2019/04/12 00:00:00+00,2019/04/14 15:34:00+00,2200,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2019/04/15 00:00:00+00,16754,-93.28677,44.95463,-10384636.4836,5614383.2749,Whittier,2019/04/15 00:00:00+00,2022/03/17 09:10:30+00,217
-10384438.4045,5624860.6357,0036XX 4TH ST N,MP2019104655        ,4     ,2019/04/14 00:00:00+00,2213,2019/04/13 00:00:00+00,2019/04/14 22:13:00+00,0,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2019/04/16 00:00:00+00,18130,-93.28499,45.0212,-10384438.4045,5624860.6357,McKinley,2019/04/16 00:00:00+00,2022/03/17 09:10:30+00,218
-10384941.9665,5621657.156,0021XX ALDRICH AVE N,MP2019104665        ,4     ,2019/04/14 00:00:00+00,1751,2019/04/14 00:00:00+00,2019/04/14 17:51:00+00,1611,THEFT   ,OTHER THEFT                   ,07 ,2019/04/15 00:00:00+00,16689,-93.28952,45.00086,-10384941.9665,5621657.156,Hawthorne,2019/04/15 00:00:00+00,2022/03/17 09:10:30+00,219
-10384495.8481,5614383.2063,0026XX HARRIET AVE,MP2019104706        ,5     ,2019/04/14 00:00:00+00,2020,2019/04/14 00:00:00+00,2019/04/14 20:20:00+00,1710,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2019/04/15 00:00:00+00,,-93.28551,44.95463,-10384495.8481,5614383.2063,Whittier,2019/04/15 00:00:00+00,2022/03/26 07:00:58+00,220
-10379707.5349,5616163.7826,0007XX 21ST AVE S,MP2019104777        ,1     ,2019/04/14 00:00:00+00,1936,2019/04/14 00:00:00+00,2019/04/14 19:36:00+00,1530,THEFT   ,OTHER THEFT                   ,07 ,2019/04/15 00:00:00+00,,-93.24249,44.96595,-10379707.5349,5616163.7826,Cedar Riverside,2019/04/15 00:00:00+00,2022/03/26 07:00:58+00,223
-10382851.859,5617475.4694,0008XX 2ND AVE S,MP2019104917        ,1     ,2019/04/14 00:00:00+00,2044,2019/04/14 00:00:00+00,2019/04/14 20:44:00+00,2044,THEFT   ,OTHER THEFT                   ,07 ,2019/04/15 00:00:00+00,17248,-93.27074,44.97429,-10382851.859,5617475.4694,Downtown West,2019/04/15 00:00:00+00,2022/03/17 09:10:30+00,229
-10387522.2119,5623608.0965,0025XX LOWRY AVE N,MP201910502         ,4     ,2019/01/11 00:00:00+00,1702,2019/01/11 00:00:00+00,2019/01/11 17:02:00+00,1300,THEFT   ,OTHER THEFT                   ,07 ,2019/01/12 00:00:00+00,10178,-93.31269,45.01325,-10387522.2119,5623608.0965,Cleveland,2021/02/26 00:00:00+00,2022/03/17 09:10:30+00,235
