PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
0025XX 5 AV S,3733955,MP 2018 014079,03,1/14/2018 2:23:00 PM,1/14/2018 12:54:00 PM,12:54:00,AUTOTH,Motor Vehicle Theft,08,1/14/2018 2:22:43 PM,22551,44.95642731,-93.26893986,-10382650.8924,5614664.4644,PHILLIPS WEST,1/14/2018 3:20:05 PM,1/14/2018 8:00:33 PM,1489,-10382650.8924,5614664.4644
Golden Valley RD  / Russell AV N,3734009,MP 2018 014497,04,1/14/2018 11:45:00 PM,1/14/2018 10:20:00 PM,22:20:00,AUTOTH,Motor Vehicle Theft,08,1/14/2018 11:04:02 PM,,44.99879,-93.31077,-10387307.59,5621330.469,WILLARD - HAY,1/15/2018 7:55:26 AM,1/15/2018 8:00:29 PM,1502,-10387307.59,5621330.469
0054XX 26 AV S,3734015,MP 2018 014502,03,1/14/2018 11:59:00 PM,1/14/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,1/14/2018 11:55:22 PM,13384,44.90440837,-93.23485898,-10378857.026,5606485.0734,WENONAH,1/15/2018 5:13:51 AM,1/15/2018 8:00:29 PM,1504,-10378857.026,5606485.0734
0018XX 14 AV S,3734025,MP 2018 014509,03,1/15/2018 1:46:00 AM,1/14/2018 10:32:00 PM,22:32:00,AUTOTH,Motor Vehicle Theft,08,1/15/2018 1:43:16 AM,21252,44.96454265,-93.25542523,-10381146.4505,5615941.178,VENTURA VILLAGE,1/15/2018 5:13:27 AM,1/15/2018 8:00:29 PM,1510,-10381146.4505,5615941.178
0042XX Humboldt AV N,3734044,MP 2018 014752,04,1/15/2018 7:15:00 AM,1/15/2018 1:00:00 AM,01:00:00,AUTOTH,Motor Vehicle Theft,08,1/15/2018 7:32:06 AM,10738,45.03246022,-93.29831682,-10385921.1205,5626633.1311,WEBBER - CAMDEN,1/15/2018 8:27:06 AM,1/15/2018 8:00:29 PM,1514,-10385921.1205,5626633.1311
PARK AV  / 6 ST S,3734091,MP 2018 999775,99,1/15/2018 9:33:20 AM,1/14/2018 12:30:00 PM,12:30:00,TFMV,Theft From Motr Vehc,07,1/15/2018 9:33:20 AM,,44.97382,-93.2619,-10381866.89,5617400.981,ELLIOT PARK,1/15/2018 9:33:26 AM,1/15/2018 8:00:29 PM,1516,-10381866.89,5617400.981
0017XX Plymouth AV N,3734103,MP 2018 014834,04,1/15/2018 10:55:00 AM,1/12/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,1/15/2018 10:51:27 AM,15844,44.99149848,-93.30257997,-10386395.6922,5620183.1951,NEAR - NORTH,1/15/2018 2:11:32 PM,1/15/2018 8:00:29 PM,1518,-10386395.6922,5620183.1951
0058XX Cedar AV S,3734112,MP 2018 999774,03,1/15/2018 11:47:38 AM,12/26/2017 2:00:00 PM,14:00:00,TFMV,Theft From Motr Vehc,07,1/15/2018 11:47:38 AM,21035,44.89673554,-93.24876307,-10380404.8226,5605279.2345,DIAMOND LAKE,1/15/2018 11:47:45 AM,1/15/2018 8:00:29 PM,1519,-10380404.8226,5605279.2345
8TH AV  / 3 ST N,3734150,MP 2018 999768,99,1/15/2018 6:18:08 PM,1/15/2018 7:00:00 AM,07:00:00,TFMV,Theft From Motr Vehc,07,1/15/2018 6:18:08 PM,,44.98804,-93.27979,-10383858.68,5619639.5,NORTH LOOP,1/15/2018 6:18:15 PM,1/15/2018 8:00:29 PM,1524,-10383858.68,5619639.5
0041XX 42 AV S,3734159,MP 2018 999767,03,1/15/2018 6:54:23 PM,1/13/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,1/15/2018 6:54:23 PM,12221,44.92791221,-93.21276031,-10376397.0132,5610179.8691,HIAWATHA,1/15/2018 6:54:28 PM,1/15/2018 8:00:29 PM,1525,-10376397.0132,5610179.8691
0042XX Godfrey PK ,3742153,MP 2018 057024,03,2/22/2018 3:45:00 PM,2/22/2018 2:10:00 PM,14:10:00,TFMV,Theft From Motr Vehc,07,2/22/2018 3:39:53 PM,18139,44.91765509,-93.21011267,-10376102.279,5608567.2683,HIAWATHA,2/25/2018 9:29:45 AM,2/25/2018 8:00:32 PM,1527,-10376102.279,5608567.2683
0048XX Minnehaha AV S,3742181,MP 2018 057141,03,2/22/2018 4:55:00 PM,2/22/2018 2:10:00 PM,14:10:00,TFMV,Theft From Motr Vehc,07,2/22/2018 4:52:12 PM,25885,44.91669505,-93.21323789,-10376450.1776,5608416.3473,HIAWATHA,2/25/2018 9:28:42 AM,2/25/2018 8:00:32 PM,1528,-10376450.1776,5608416.3473
0049XX Russell AV N,3742594,MP 2018 059458,04,2/24/2018 2:13:00 PM,2/24/2018 12:00:00 AM,00:00:00,AUTOTH,Motor Vehicle Theft,08,2/24/2018 2:11:55 PM,10089,45.04485481,-93.31179129,-10387421.0917,5628585.725,SHINGLE CREEK,2/25/2018 3:56:34 PM,2/25/2018 8:00:32 PM,1537,-10387421.0917,5628585.725
0013XX Harmon PL ,3742614,MP 2018 059564,01,2/24/2018 5:00:00 PM,2/24/2018 3:00:00 PM,15:00:00,TFMV,Theft From Motr Vehc,07,2/24/2018 4:55:09 PM,17269,44.97299657,-93.28155692,-10384055.4162,5617271.3494,LORING PARK,2/25/2018 5:57:41 AM,2/25/2018 8:00:32 PM,1541,-10384055.4162,5617271.3494
0039XX 4 AV S,3742619,MP 2018 059631,03,2/24/2018 6:15:00 PM,2/23/2018 9:00:00 PM,21:00:00,AUTOTH,Motor Vehicle Theft,08,2/24/2018 6:12:46 PM,11662,44.93144177,-93.27013843,-10382784.3166,5610734.845,BRYANT,2/25/2018 3:15:05 PM,2/25/2018 8:00:32 PM,1543,-10382784.3166,5610734.845
00006X St Marys AV ,3742622,MP 2018 059625,02,2/24/2018 7:10:00 PM,2/24/2018 5:15:00 PM,17:15:00,AUTOTH,Motor Vehicle Theft,08,2/24/2018 7:09:41 PM,18438,44.9695447,-93.21890261,-10377080.7706,5616728.1958,PROSPECT PARK - EAST RIVER ROAD,2/25/2018 12:13:55 AM,2/25/2018 8:00:32 PM,1545,-10377080.7706,5616728.1958
0027XX Nicollet AV S,3742626,MP 2018 059686,05,2/24/2018 7:30:00 PM,2/24/2018 5:50:00 PM,17:50:00,TFMV,Theft From Motr Vehc,07,2/24/2018 7:23:15 PM,16211,44.95283963,-93.27789224,-10383647.466,5614100.1039,WHITTIER,2/25/2018 2:02:22 AM,2/25/2018 8:00:32 PM,1547,-10383647.466,5614100.1039
0030XX Excelsior BL ,3742635,MP 2018 059659,05,2/24/2018 8:00:00 PM,2/24/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,2/24/2018 8:32:38 PM,14407,44.94795145,-93.31925329,-10388251.7571,5613331.2263,WEST CALHOUN,2/25/2018 2:05:29 AM,2/25/2018 8:00:32 PM,1549,-10388251.7571,5613331.2263
28 ST W / Emerson AV S,3742751,MP 2018 060170,05,2/25/2018 8:40:00 AM,2/23/2018 8:00:00 PM,20:00:00,AUTOTH,Motor Vehicle Theft,08,2/25/2018 8:40:09 AM,,44.95195,-93.29443,-10385488.12,5613959.656,LOWRY HILL EAST,2/25/2018 9:28:12 AM,2/25/2018 8:00:32 PM,1558,-10385488.12,5613959.656
0027XX 3 ST N,3742769,MP 2018 060200,04,2/25/2018 12:02:00 PM,8/16/2017 9:08:00 AM,09:08:00,AUTOTH,Motor Vehicle Theft,08,2/25/2018 12:01:25 PM,18674,45.00779037,-93.28340583,-10384261.2366,5622748.0035,HAWTHORNE,2/25/2018 2:53:31 PM,2/25/2018 8:00:32 PM,1561,-10384261.2366,5622748.0035
2 AV S / 22 ST E,3742777,MP 2018 060322,05,2/25/2018 1:53:00 PM,2/15/2018 1:00:00 AM,01:00:00,AUTOTH,Motor Vehicle Theft,08,2/25/2018 1:52:45 PM,,44.9609,-93.27402,-10383216.3,5615367.924,WHITTIER,2/25/2018 3:00:52 PM,2/25/2018 8:00:32 PM,1563,-10383216.3,5615367.924
24 AV S / 32 ST E,3742828,MP 2018 060589,03,2/25/2018 8:39:00 PM,2/25/2018 12:01:00 AM,00:01:00,AUTOTH,Motor Vehicle Theft,08,2/25/2018 8:39:34 PM,,44.94475,-93.23723,-10379121.1,5612827.343,CORCORAN,2/25/2018 9:38:27 PM,2/26/2018 8:00:32 PM,1571,-10379121.1,5612827.343
0030XX 1 AV S,3742854,MP 2018 060786,05,2/26/2018 12:26:00 AM,2/25/2018 8:30:00 PM,20:30:00,AUTOTH,Motor Vehicle Theft,08,2/26/2018 12:22:08 AM,16285,44.94750614,-93.27666756,-10383511.1353,5613261.1852,LYNDALE,2/26/2018 7:55:04 AM,2/26/2018 8:00:32 PM,1573,-10383511.1353,5613261.1852
0044XX 46 AV S,3742875,MP 2018 061139,03,2/26/2018 8:31:00 AM,2/25/2018 9:00:00 PM,21:00:00,AUTOTH,Motor Vehicle Theft,08,2/26/2018 8:30:55 AM,21832,44.92250916,-93.20764018,-10375827.0424,5609330.3785,HIAWATHA,2/26/2018 11:11:04 AM,2/26/2018 8:00:32 PM,1576,-10375827.0424,5609330.3785
0028XX Dupont AV S,3742884,MP 2018 061149,05,2/26/2018 9:20:00 AM,2/21/2018 4:45:00 AM,04:45:00,AUTOTH,Motor Vehicle Theft,08,2/26/2018 9:19:55 AM,17936,44.95099606,-93.2931739,-10385348.6132,5613810.1158,LOWRY HILL EAST,2/26/2018 3:33:23 PM,2/26/2018 8:00:32 PM,1578,-10385348.6132,5613810.1158
GLENWOOD AV  / 12 ST N,3742914,MP 2018 998983,99,2/26/2018 12:23:27 PM,2/24/2018 11:50:00 PM,23:50:00,TFMV,Theft From Motr Vehc,07,2/26/2018 12:23:27 PM,,44.97893,-93.28153,-10384052.16,5618204.769,NORTH LOOP,2/26/2018 12:23:28 PM,2/26/2018 8:00:32 PM,1584,-10384052.16,5618204.769
0027XX Nicollet AV S,3742923,MP 2018 061384,05,2/26/2018 12:30:00 PM,2/24/2018 3:00:00 PM,15:00:00,AUTOTH,Motor Vehicle Theft,08,2/26/2018 12:51:02 PM,16211,44.95283963,-93.27789224,-10383647.466,5614100.1039,WHITTIER,2/26/2018 2:49:53 PM,2/26/2018 8:00:32 PM,1587,-10383647.466,5614100.1039
0004XX 5 ST S,3742926,MP 2018 998980,01,2/26/2018 12:56:05 PM,2/25/2018 2:13:00 AM,02:13:00,TFMV,Theft From Motr Vehc,07,2/26/2018 12:56:05 PM,18927,44.97618073,-93.26452053,-10382158.9346,5617772.4086,DOWNTOWN WEST,2/26/2018 12:56:11 PM,2/26/2018 8:00:32 PM,1588,-10382158.9346,5617772.4086
0011XX Franklin AV E,3742931,MP 2018 061326,03,2/26/2018 1:07:00 PM,2/26/2018 8:10:00 AM,08:10:00,TFMV,Theft From Motr Vehc,07,2/26/2018 1:06:55 PM,16489,44.96272088,-93.25749535,-10381376.895,5615654.5595,VENTURA VILLAGE,2/26/2018 5:08:32 PM,2/26/2018 8:00:32 PM,1589,-10381376.895,5615654.5595
0024XX 5 AV S,3742938,MP 2018 061443,03,2/26/2018 1:30:00 PM,2/25/2018 10:00:00 PM,22:00:00,AUTOTH,Motor Vehicle Theft,08,2/26/2018 1:35:15 PM,22549,44.9582607,-93.268978,-10382655.1383,5614952.8786,PHILLIPS WEST,2/26/2018 5:06:04 PM,2/26/2018 8:00:32 PM,1590,-10382655.1383,5614952.8786
0050XX Sheridan AV N,3742939,MP 2018 061131,04,2/26/2018 1:39:00 PM,2/26/2018 7:30:00 AM,07:30:00,AUTOTH,Motor Vehicle Theft,08,2/26/2018 1:39:18 PM,21053,45.04668427,-93.31310189,-10387566.9872,5628873.9664,SHINGLE CREEK,2/26/2018 2:02:14 PM,2/26/2018 8:00:32 PM,1591,-10387566.9872,5628873.9664
0060XX PORTLAND AV ,3742970,MP 2018 998969,03,2/26/2018 3:57:54 PM,2/24/2018 12:01:00 AM,00:01:00,TFMV,Theft From Motr Vehc,07,2/26/2018 3:57:54 PM,17711,44.89340968,-93.2677992,-10382523.9145,5604756.6013,DIAMOND LAKE,2/26/2018 5:09:58 PM,2/26/2018 8:00:32 PM,1596,-10382523.9145,5604756.6013
0011XX Hennepin AV S,3765280,MP 2018 178735,01,5/31/2018 6:24:00 PM,5/31/2018 11:00:00 AM,11:00:00,AUTOTH,Motor Vehicle Theft,08,5/31/2018 6:24:05 PM,16665,44.97503415,-93.27972343,-10383851.314,5617591.9799,DOWNTOWN WEST,6/1/2018 11:35:31 PM,6/2/2018 8:00:32 PM,1601,-10383851.314,5617591.9799
0024XX Oakland AV S,3765472,MP 2018 179695,03,6/1/2018 2:57:00 PM,6/1/2018 3:30:00 AM,03:30:00,AUTOTH,Motor Vehicle Theft,08,6/1/2018 2:57:36 PM,17504,44.95821474,-93.26640963,-10382369.2276,5614945.6489,PHILLIPS WEST,6/1/2018 9:47:43 PM,6/2/2018 8:00:32 PM,1605,-10382369.2276,5614945.6489
0017XX 2 AV S,3765561,MP 2018 180294,05,6/1/2018 9:14:00 PM,6/1/2018 3:00:00 PM,15:00:00,TFMV,Theft From Motr Vehc,07,6/1/2018 9:09:59 PM,17640,44.96574698,-93.27403148,-10383217.6883,5616130.6606,STEVENS SQUARE - LORING HEIGHTS,6/1/2018 10:35:59 PM,6/2/2018 8:00:32 PM,1621,-10383217.6883,5616130.6606
15 ST W / Lasalle AV ,3765623,MP 2018 180803,01,6/2/2018 3:33:00 AM,6/2/2018 12:13:00 AM,00:13:00,AUTOTH,Motor Vehicle Theft,08,6/2/2018 1:55:41 AM,,44.96772,-93.27933,-10383807.36,5616440.501,LORING PARK,6/2/2018 6:48:42 AM,6/2/2018 8:00:32 PM,1630,-10383807.36,5616440.501
0006XX Lake ST W,3765778,MP 2018 181094,05,6/2/2018 9:20:00 AM,5/31/2018 9:30:00 PM,21:30:00,AUTOTH,Motor Vehicle Theft,08,6/2/2018 10:32:15 AM,19785,44.94836613,-93.28745858,-10384712.386,5613396.4493,LYNDALE,6/2/2018 1:09:38 PM,6/2/2018 8:00:32 PM,1637,-10384712.386,5613396.4493
0041XX Columbus AV S,3765800,MP 2018 181215,03,6/2/2018 1:10:00 PM,6/1/2018 11:00:00 PM,23:00:00,AUTOTH,Motor Vehicle Theft,08,6/2/2018 1:05:40 PM,12360,44.92784146,-93.26376354,-10382074.6668,5610168.7459,BRYANT,6/2/2018 2:57:58 PM,6/2/2018 8:00:32 PM,1643,-10382074.6668,5610168.7459
0013XX NICOLLET MALL  ,3765802,MP 2018 997247,01,6/2/2018 1:26:31 PM,5/29/2018 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,6/2/2018 1:26:31 PM,16714,44.97050597,-93.27771387,-10383627.6107,5616879.4491,LORING PARK,6/2/2018 1:26:39 PM,6/2/2018 8:00:32 PM,1644,-10383627.6107,5616879.4491
0024XX University AV SE,3765817,MP 2018 997245,02,6/2/2018 3:44:54 PM,6/2/2018 12:00:00 PM,12:00:00,TFMV,Theft From Motr Vehc,07,6/2/2018 3:44:54 PM,25879,44.97392386,-93.22241805,-10377472.1082,5617417.2661,PROSPECT PARK - EAST RIVER ROAD,6/2/2018 3:45:00 PM,6/2/2018 8:00:32 PM,1651,-10377472.1082,5617417.2661
0038XX Clinton AV S,3744921,MP 2018 072232,03,3/7/2018 12:31:00 PM,3/6/2018 6:50:00 PM,18:50:00,AUTOTH,Motor Vehicle Theft,08,3/7/2018 12:31:22 PM,11656,44.93324362,-93.27142924,-10382928.0083,5611018.1761,BRYANT,3/7/2018 9:27:57 PM,3/8/2018 8:00:36 PM,1656,-10382928.0083,5611018.1761
0038XX Nicollet AV S,3744962,MP 2018 072479,05,3/7/2018 2:53:00 PM,3/7/2018 2:30:00 PM,14:30:00,AUTOTH,Motor Vehicle Theft,08,3/7/2018 3:32:19 PM,12408,44.9332106,-93.27791176,-10383649.6393,5611012.9837,KING FIELD,3/8/2018 6:33:58 AM,3/8/2018 8:00:36 PM,1659,-10383649.6393,5611012.9837
0020XX Penn AV N,3744981,MP 2018 072594,04,3/7/2018 5:29:00 PM,1/16/2018 8:00:00 PM,20:00:00,AUTOTH,Motor Vehicle Theft,08,3/7/2018 5:25:15 PM,21013,44.99967021,-93.3082096,-10387022.3794,5621469.5684,WILLARD - HAY,3/8/2018 12:06:58 PM,3/8/2018 8:00:36 PM,1661,-10387022.3794,5621469.5684
Broadway ST NE / Hoover ST NE,3744982,MP 2018 072534,02,3/7/2018 5:27:00 PM,3/4/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,3/7/2018 5:27:07 PM,,44.99884,-93.21775,-10376952.82,5621339.626,MID - CITY INDUSTRIAL,3/8/2018 7:01:28 AM,3/8/2018 8:00:36 PM,1662,-10376952.82,5621339.626
0007XX Broadway AV W,3745000,MP 2018 072661,04,3/7/2018 6:33:00 PM,3/7/2018 12:40:00 PM,12:40:00,TFMV,Theft From Motr Vehc,07,3/7/2018 6:32:25 PM,17562,44.99913768,-93.28875577,-10384856.7885,5621385.7319,NEAR - NORTH,3/8/2018 1:13:43 PM,3/8/2018 8:00:36 PM,1666,-10384856.7885,5621385.7319
0030XX 5 AV S,3745026,MP 2018 072793,03,3/7/2018 9:16:00 PM,3/7/2018 6:57:00 PM,18:57:00,AUTOTH,Motor Vehicle Theft,08,3/7/2018 9:15:50 PM,22015,44.94750642,-93.26901929,-10382659.7342,5613261.228,CENTRAL,3/8/2018 5:49:48 AM,3/8/2018 8:00:36 PM,1674,-10382659.7342,5613261.228
0000XX 26 ST E,3745040,MP 2018 073063,05,3/7/2018 10:30:00 PM,3/7/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,3/7/2018 10:30:19 PM,16209,44.95553285,-93.27722846,-10383573.5743,5614523.7575,WHITTIER,3/8/2018 1:18:38 PM,3/8/2018 8:00:36 PM,1677,-10383573.5743,5614523.7575
0003XX 3 ST S,3745064,MP 2018 073337,01,3/8/2018 3:28:00 AM,3/8/2018 2:50:00 AM,02:50:00,AUTOTH,Motor Vehicle Theft,08,3/8/2018 3:27:49 AM,16802,44.97873116,-93.26422107,-10382125.5985,5618173.7639,DOWNTOWN WEST,3/8/2018 6:22:08 AM,3/8/2018 8:00:36 PM,1681,-10382125.5985,5618173.7639
0026XX Central AV NE,3745108,MP 2018 073477,02,3/8/2018 9:30:00 AM,3/7/2018 9:00:00 AM,09:00:00,AUTOTH,Motor Vehicle Theft,08,3/8/2018 9:27:13 AM,21554,45.01586846,-93.24734023,-10380246.4321,5624019.9959,HOLLAND,3/8/2018 11:26:27 AM,3/8/2018 8:00:36 PM,1686,-10380246.4321,5624019.9959
0009XX 12 AV SE,3745110,MP 2018 073451,02,3/8/2018 9:32:00 AM,3/8/2018 12:05:00 AM,00:05:00,TFMV,Theft From Motr Vehc,07,3/8/2018 9:32:10 AM,25922,44.9874046,-93.23458741,-10378826.7943,5619538.8168,COMO,3/8/2018 11:27:29 AM,3/8/2018 8:00:36 PM,1687,-10378826.7943,5619538.8168
0015XX Lake ST E,3745121,MP 2018 073493,03,3/8/2018 10:08:00 AM,3/7/2018 4:30:00 PM,16:30:00,AUTOTH,Motor Vehicle Theft,08,3/8/2018 10:06:44 AM,20184,44.94836708,-93.25314102,-10380892.1731,5613396.5997,MIDTOWN PHILLIPS,3/8/2018 2:24:01 PM,3/8/2018 8:00:36 PM,1688,-10380892.1731,5613396.5997
0009XX 9 AV SE,3745150,MP 2018 998805,02,3/8/2018 1:11:14 PM,3/6/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,3/8/2018 1:11:14 PM,17653,44.98814947,-93.23889735,-10379306.5753,5619656.0551,MARCY HOLMES,3/8/2018 1:11:17 PM,3/8/2018 8:00:36 PM,1692,-10379306.5753,5619656.0551
0012XX Tyler ST NE,3745154,MP 2018 998803,02,3/8/2018 1:24:28 PM,3/8/2018 11:20:00 AM,11:20:00,TFMV,Theft From Motr Vehc,07,3/8/2018 1:24:28 PM,15756,44.99960635,-93.24608283,-10380106.4588,5621459.5144,NORTHEAST PARK,3/8/2018 7:57:26 PM,3/8/2018 8:00:36 PM,1694,-10380106.4588,5621459.5144
0028XX Bryant AV N,3745172,MP 2018 998800,04,3/8/2018 2:41:30 PM,3/8/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,3/8/2018 2:41:30 PM,21164,45.00862459,-93.29052419,-10385053.6485,5622879.3537,HAWTHORNE,3/8/2018 2:41:36 PM,3/8/2018 8:00:36 PM,1695,-10385053.6485,5622879.3537
0031XX 43 ST W,3745179,MP 2018 073857,05,3/8/2018 3:45:00 PM,3/8/2018 1:15:00 PM,13:15:00,TFMV,Theft From Motr Vehc,07,3/8/2018 3:41:31 PM,21786,44.92511013,-93.31949681,-10388278.8656,5609739.3036,LINDEN HILLS,3/8/2018 5:33:35 PM,3/8/2018 8:00:36 PM,1697,-10388278.8656,5609739.3036
0036XX Lyndale AV S,3745180,MP 2018 998799,05,3/8/2018 3:42:23 PM,3/7/2018 12:00:00 AM,00:00:00,TFMV,Theft From Motr Vehc,07,3/8/2018 3:42:23 PM,19252,44.93678413,-93.28821669,-10384796.7787,5611574.9256,KING FIELD,3/8/2018 3:42:27 PM,3/8/2018 8:00:36 PM,1698,-10384796.7787,5611574.9256
0014XX 6 ST NE,3745211,MP 2018 073990,02,3/8/2018 6:26:00 PM,3/7/2018 2:00:00 PM,14:00:00,TFMV,Theft From Motr Vehc,07,3/8/2018 6:26:52 PM,16178,45.00198358,-93.25889495,-10381532.6977,5621833.765,SHERIDAN,3/9/2018 7:08:39 AM,3/9/2018 8:00:38 PM,1703,-10381532.6977,5621833.765
0034XX 31 AV S,3745218,MP 2018 074104,03,3/8/2018 7:01:00 PM,3/8/2018 2:30:00 PM,14:30:00,AUTOTH,Motor Vehicle Theft,08,3/8/2018 7:01:14 PM,19297,44.94045398,-93.22708179,-10377991.2731,5612152.0499,HOWE,3/9/2018 5:59:39 AM,3/9/2018 8:00:38 PM,1705,-10377991.2731,5612152.0499
0006XX Broadway ST NE,3745236,MP 2018 074292,02,3/8/2018 8:56:00 PM,3/7/2018 1:30:00 PM,13:30:00,AUTOTH,Motor Vehicle Theft,08,3/8/2018 8:52:39 PM,16313,44.99870992,-93.25562331,-10381168.501,5621318.3924,LOGAN PARK,3/9/2018 9:06:17 AM,3/9/2018 8:00:38 PM,1707,-10381168.501,5621318.3924
Harrison ST NE / Spring ST NE,3745242,MP 2018 074321,02,3/8/2018 9:40:00 PM,3/8/2018 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,3/8/2018 9:27:18 PM,,44.9951,-93.24733,-10380245.76,5620750.124,BELTRAMI,3/9/2018 7:12:04 AM,3/9/2018 8:00:38 PM,1708,-10380245.76,5620750.124
0028XX Oliver AV N,3745326,MP 2018 074831,04,3/9/2018 12:00:00 PM,3/9/2018 8:30:00 AM,08:30:00,AUTOTH,Motor Vehicle Theft,08,3/9/2018 12:02:32 PM,10886,45.00872087,-93.30695554,-10386882.7782,5622894.5128,JORDAN,3/9/2018 2:50:57 PM,3/9/2018 8:00:38 PM,1720,-10386882.7782,5622894.5128
0029XX 33 AV S,3745975,MP 2018 078496,03,3/12/2018 12:19:00 PM,3/12/2018 6:00:00 AM,06:00:00,AUTOTH,Motor Vehicle Theft,08,3/12/2018 12:18:50 PM,20323,44.94926892,-93.22430314,-10377681.9549,5613538.4489,LONGFELLOW,3/13/2018 1:58:58 AM,3/13/2018 8:00:33 PM,1732,-10377681.9549,5613538.4489
0000XX Delasalle DR ,3746069,MP 2018 079084,02,3/12/2018 9:08:00 PM,3/12/2018 5:00:00 PM,17:00:00,TFMV,Theft From Motr Vehc,07,3/12/2018 9:07:53 PM,16731,44.98678987,-93.26161608,-10381835.6121,5619442.0612,NORTH LOOP,3/13/2018 10:21:46 AM,3/13/2018 8:00:33 PM,1739,-10381835.6121,5619442.0612
0047XX Cedar AV S,3746107,MP 2018 079210,03,3/12/2018 11:47:00 PM,3/12/2018 10:09:00 PM,22:09:00,TFMV,Theft From Motr Vehc,07,3/12/2018 11:44:54 PM,13251,44.91708716,-93.24730493,-10380242.5022,5608477.9879,NORTHROP,3/13/2018 5:51:35 AM,3/13/2018 8:00:33 PM,1744,-10380242.5022,5608477.9879
0024XX 16 AV S,3746149,MP 2018 079488,03,3/13/2018 5:13:00 AM,3/13/2018 4:40:00 AM,04:40:00,AUTOTH,Motor Vehicle Theft,08,3/13/2018 5:13:07 AM,22833,44.95823518,-93.25114011,-10380669.4329,5614948.8644,EAST PHILLIPS,3/13/2018 5:46:17 AM,3/13/2018 8:00:33 PM,1747,-10380669.4329,5614948.8644
0051XX Russell AV N,3746153,MP 2018 079507,04,3/13/2018 7:05:00 AM,3/13/2018 6:30:00 AM,06:30:00,AUTOTH,Motor Vehicle Theft,08,3/13/2018 7:04:14 AM,10063,45.04850535,-93.31187009,-10387429.863,5629160.8954,SHINGLE CREEK,3/13/2018 3:28:24 PM,3/13/2018 8:00:33 PM,1748,-10387429.863,5629160.8954
0029XX Fremont AV S,3746154,MP 2018 998724,05,3/13/2018 7:53:55 AM,3/12/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,3/13/2018 7:53:55 AM,17307,44.94880987,-93.29573677,-10385633.9099,5613466.2445,LOWRY HILL EAST,3/13/2018 8:48:31 AM,3/13/2018 8:00:33 PM,1749,-10385633.9099,5613466.2445
0030XX 30 AV S,3746164,MP 2018 079580,03,3/13/2018 9:29:00 AM,2/13/2018 12:01:00 AM,00:01:00,AUTOTH,Motor Vehicle Theft,08,3/13/2018 9:28:48 AM,11254,44.94761325,-93.22841671,-10378139.8752,5613278.0308,LONGFELLOW,3/13/2018 4:25:36 PM,3/13/2018 8:00:33 PM,1752,-10378139.8752,5613278.0308
0007XX 4 ST SE,3746198,MP 2018 998711,02,3/13/2018 12:42:50 PM,3/10/2018 6:30:00 PM,18:30:00,TFMV,Theft From Motr Vehc,07,3/13/2018 12:42:50 PM,17979,44.98408372,-93.24480127,-10379963.7962,5619016.1417,MARCY HOLMES,3/13/2018 12:42:56 PM,3/13/2018 8:00:33 PM,1757,-10379963.7962,5619016.1417
0010XX 13 AV SE,3746208,MP 2018 079585,02,3/13/2018 1:12:00 PM,3/13/2018 12:01:00 AM,00:01:00,AUTOTH,Motor Vehicle Theft,08,3/13/2018 1:21:46 PM,18007,44.98874798,-93.23330586,-10378684.1335,5619750.2602,COMO,3/13/2018 2:15:44 PM,3/13/2018 8:00:33 PM,1759,-10378684.1335,5619750.2602
0018XX Olson Mem HY ,3746211,MP 2018 079773,04,3/13/2018 1:07:00 PM,3/13/2018 1:07:00 PM,13:07:00,TFMV,Theft From Motr Vehc,07,3/13/2018 1:38:18 PM,16330,44.98452735,-93.30382152,-10386533.9004,5619085.963,NEAR - NORTH,3/13/2018 3:30:05 PM,3/13/2018 8:00:33 PM,1761,-10386533.9004,5619085.963
0022XX BLOOMINGTON AV ,3746234,MP 2018 998706,03,3/13/2018 2:48:17 PM,3/6/2018 10:00:00 PM,22:00:00,TFMV,Theft From Motr Vehc,07,3/13/2018 2:48:17 PM,22834,44.96047631,-93.25233604,-10380802.5629,5615301.4348,VENTURA VILLAGE,3/13/2018 4:22:43 PM,3/13/2018 8:00:33 PM,1766,-10380802.5629,5615301.4348
