X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-10381609.2812,5617141.5569,0006XX 9TH AVE S,MP2020287968        ,1     ,2020/11/12 00:00:00+00,1934,2020/11/12 00:00:00+00,2020/11/12 19:34:00+00,1857,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/11/13 00:00:00+00,20017,-93.25958,44.97217,-10381609.2812,5617141.5569,Elliot Park,2022/01/12 00:00:00+00,2022/03/17 09:10:31+00,4
-10380954.123,5620596.2774,0004XX MADISON ST NE,MP2020100000        ,2     ,2020/04/17 00:00:00+00,2021,2020/04/17 00:00:00+00,2020/04/17 20:21:00+00,200,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/17 00:00:00+00,15900,-93.25369,44.99412,-10380954.123,5620596.2774,St. Anthony East,2020/04/17 00:00:00+00,2022/03/17 09:10:31+00,8
-10379674.8197,5626614.1443,0035XX FILLMORE ST NE,MP202010005         ,2     ,2020/01/12 00:00:00+00,717,2020/01/12 00:00:00+00,2020/01/12 07:17:00+00,620,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/01/12 00:00:00+00,,-93.2422,45.03233,-10379674.8197,5626614.1443,Waite Park,2020/01/12 00:00:00+00,2022/03/26 07:00:58+00,12
-10386441.9074,5629152.8672,0051XX KNOX AVE N,MP202010023         ,4     ,2020/01/12 00:00:00+00,916,2020/01/12 00:00:00+00,2020/01/12 09:16:00+00,757,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/01/12 00:00:00+00,15768,-93.30299,45.04845,-10386441.9074,5629152.8672,Shingle Creek,2020/01/12 00:00:00+00,2022/03/17 09:10:31+00,14
-10385293.5387,5627438.2126,0045XX COLFAX AVE N,MP202010024         ,4     ,2020/01/12 00:00:00+00,921,2020/01/12 00:00:00+00,2020/01/12 09:21:00+00,802,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/01/12 00:00:00+00,,-93.29267,45.03757,-10385293.5387,5627438.2126,Lind - Bohanon,2020/01/12 00:00:00+00,2022/03/26 07:00:58+00,15
-10382794.5507,5618262.5151,0004XX NICOLLET MALL,MP2020100249        ,1     ,2020/04/17 00:00:00+00,59,2020/04/17 00:00:00+00,2020/04/17 00:59:00+00,59,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/22 00:00:00+00,17115,-93.27023,44.97929,-10382794.5507,5618262.5151,Downtown West,2020/04/22 00:00:00+00,2022/03/17 09:10:31+00,16
-10386064.435,5626937.7262,0043XX IRVING AVE N,MP2020100402        ,4     ,2020/04/17 00:00:00+00,906,2020/04/16 00:00:00+00,2020/04/17 09:06:00+00,2000,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/17 00:00:00+00,10443,-93.2996,45.03439,-10386064.435,5626937.7262,Webber - Camden,2020/04/17 00:00:00+00,2022/03/17 09:10:31+00,23
-10375117.9015,5606640.2832,0051XX 54TH ST E,MP2020100457        ,3     ,2020/04/17 00:00:00+00,951,2020/04/16 00:00:00+00,2020/04/17 09:51:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/17 00:00:00+00,18559,-93.20126,44.90539,-10375117.9015,5606640.2832,Minnehaha,2020/04/17 00:00:00+00,2022/03/17 09:10:31+00,24
-10379619.1334,5615857.5673,0021XX 9TH ST S,MP2020100460        ,3     ,2020/04/17 00:00:00+00,943,2020/04/16 00:00:00+00,2020/04/17 09:43:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/17 00:00:00+00,,-93.2417,44.96401,-10379619.1334,5615857.5673,Seward,2020/04/17 00:00:00+00,2022/03/26 07:00:58+00,25
-10380252.5084,5613813.0864,0028XX CEDAR AVE S,MP2020100681        ,3     ,2020/04/17 00:00:00+00,1434,2020/04/17 00:00:00+00,2020/04/17 14:34:00+00,1225,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/17 00:00:00+00,,-93.24739,44.95101,-10380252.5084,5613813.0864,East Phillips,2020/04/17 00:00:00+00,2022/03/26 07:00:58+00,34
-10378826.3693,5620038.2642,0011XX 12TH AVE SE,MP2020100815        ,2     ,2020/04/17 00:00:00+00,1750,2020/04/15 00:00:00+00,2020/04/17 17:50:00+00,1700,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/17 00:00:00+00,19739,-93.23458,44.99057,-10378826.3693,5620038.2642,Como,2020/04/17 00:00:00+00,2022/03/17 09:10:31+00,41
-10388253.8327,5613401.1768,0031XX LAKE ST W,MP2020100866        ,5     ,2020/04/17 00:00:00+00,1932,2020/04/14 00:00:00+00,2020/04/17 19:32:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/18 00:00:00+00,15477,-93.31927,44.94839,-10388253.8327,5613401.1768,Cedar - Isles - Dean,2020/04/18 00:00:00+00,2022/03/17 09:10:31+00,43
-10383578.3027,5612008.2689,0001XX 35TH ST E,MP2020100881        ,5     ,2020/04/17 00:00:00+00,2003,2020/04/17 00:00:00+00,2020/04/17 20:03:00+00,1740,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/18 00:00:00+00,,-93.27727,44.93953,-10383578.3027,5612008.2689,King Field,2020/04/20 00:00:00+00,2022/03/26 07:00:58+00,44
-10378661.046,5614392.0544,0026XX 27TH AVE S,MP2020100900        ,3     ,2020/04/17 00:00:00+00,2125,2020/04/03 00:00:00+00,2020/04/17 21:25:00+00,1230,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/18 00:00:00+00,18340,-93.23309,44.95469,-10378661.046,5614392.0544,Seward,2020/04/18 00:00:00+00,2022/03/17 09:10:31+00,45
-10389210.2623,5614680.4568,0025XX CEDAR SHORE DR,MP2020100967        ,5     ,2020/04/17 00:00:00+00,1945,2020/04/17 00:00:00+00,2020/04/17 19:45:00+00,1855,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/17 00:00:00+00,19118,-93.32786,44.95652,-10389210.2623,5614680.4568,Cedar - Isles - Dean,2020/04/17 00:00:00+00,2022/03/17 09:10:31+00,47
-10386270.9865,5613537.2334,0015XX LAGOON AVE,MP2020101050        ,5     ,2020/04/17 00:00:00+00,2047,2020/04/17 00:00:00+00,2020/04/17 20:47:00+00,2047,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/19 00:00:00+00,,-93.30145,44.94926,-10386270.9865,5613537.2334,Lowry Hill East,2020/04/19 00:00:00+00,2022/03/26 07:00:58+00,52
-10378684.7199,5620322.32,0003XX GARFIELD ST NE,MP2020101148        ,2     ,2020/04/17 00:00:00+00,2255,2020/04/17 00:00:00+00,2020/04/17 22:55:00+00,2115,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/18 00:00:00+00,17173,-93.23331,44.99238,-10378684.7199,5620322.32,Como,2020/04/18 00:00:00+00,2022/03/17 09:10:31+00,54
-10378736.9991,5615661.1174,0026XX FRANKLIN AVE E,MP2020101170        ,3     ,2020/04/17 00:00:00+00,2354,2020/04/17 00:00:00+00,2020/04/17 23:54:00+00,2354,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/19 00:00:00+00,15161,-93.23378,44.96276,-10378736.9991,5615661.1174,Seward,2020/04/19 00:00:00+00,2022/03/17 09:10:31+00,55
-10378034.5962,5611931.136,0035XX MINNEHAHA AVE,MP2020101270        ,3     ,2020/04/18 00:00:00+00,30,2020/04/17 00:00:00+00,2020/04/18 00:30:00+00,2050,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/18 00:00:00+00,11830,-93.22747,44.93904,-10378034.5962,5611931.136,Howe,2020/04/18 00:00:00+00,2022/03/17 09:10:31+00,59
-10385137.8626,5613395.6395,0009XX LAKE ST W,MP202010131         ,5     ,2020/01/12 00:00:00+00,1308,2020/01/12 00:00:00+00,2020/01/12 13:08:00+00,1149,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/01/12 00:00:00+00,17303,-93.29128,44.94836,-10385137.8626,5613395.6395,Lowry Hill East,2020/01/12 00:00:00+00,2022/03/17 09:10:31+00,61
-10378686.213,5622603.7901,0018XX GARFIELD ST NE,MP202010146         ,2     ,2020/01/12 00:00:00+00,1302,2020/01/12 00:00:00+00,2020/01/12 13:02:00+00,1220,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/01/12 00:00:00+00,16157,-93.23332,45.00687,-10378686.213,5622603.7901,Windom Park,2020/01/12 00:00:00+00,2022/03/17 09:10:31+00,65
-10383162.7502,5619720.0064,0007XX 1ST ST N,MP2020101461        ,1     ,2020/04/18 00:00:00+00,1034,2020/04/17 00:00:00+00,2020/04/18 10:34:00+00,1800,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/18 00:00:00+00,19562,-93.27353,44.98855,-10383162.7502,5619720.0064,North Loop,2020/04/18 00:00:00+00,2022/03/17 09:10:31+00,66
-10377973.6029,5626968.4165,0036XX STINSON BLVD,MP2020101509        ,2     ,2020/04/18 00:00:00+00,1129,2020/01/01 00:00:00+00,2020/04/18 11:29:00+00,1129,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/19 00:00:00+00,16471,-93.22692,45.03458,-10377973.6029,5626968.4165,Waite Park,2020/04/19 00:00:00+00,2022/03/17 09:10:31+00,69
-10381098.5167,5621834.4077,0014XX JEFFERSON ST NE,MP2020101510        ,2     ,2020/04/18 00:00:00+00,1028,2020/04/17 00:00:00+00,2020/04/18 10:28:00+00,1830,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/19 00:00:00+00,15303,-93.25499,45.00198,-10381098.5167,5621834.4077,Logan Park,2020/04/19 00:00:00+00,2022/03/17 09:10:31+00,70
-10377973.6029,5626968.4165,0036XX STINSON BLVD,MP2020101542        ,2     ,2020/04/18 00:00:00+00,1116,2020/03/18 00:00:00+00,2020/04/18 11:16:00+00,0,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/19 00:00:00+00,16471,-93.22692,45.03458,-10377973.6029,5626968.4165,Waite Park,2020/04/19 00:00:00+00,2022/03/17 09:10:31+00,72
-10380669.4329,5614948.8644,0024XX 16TH AVE S,MP2020101544        ,3     ,2020/04/18 00:00:00+00,1223,2020/04/18 00:00:00+00,2020/04/18 12:23:00+00,1223,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/18 00:00:00+00,22833,-93.25114,44.95823,-10380669.4329,5614948.8644,East Phillips,2020/04/18 00:00:00+00,2022/03/17 09:10:31+00,73
-10382802.5893,5613261.5513,0030XX 4TH AVE S,MP2020101547        ,3     ,2020/04/18 00:00:00+00,1103,2020/04/17 00:00:00+00,2020/04/18 11:03:00+00,2100,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/19 00:00:00+00,21338,-93.2703,44.9475,-10382802.5893,5613261.5513,Central,2020/04/19 00:00:00+00,2022/03/17 09:10:31+00,74
-10386180.151,5624308.4278,0034XX JAMES AVE N,MP202010166         ,4     ,2020/01/12 00:00:00+00,1324,2020/01/11 00:00:00+00,2020/01/12 13:24:00+00,2030,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/01/12 00:00:00+00,19937,-93.30064,45.0177,-10386180.151,5624308.4278,Folwell,2020/01/12 00:00:00+00,2022/03/17 09:10:31+00,80
-10376138.7226,5616798.9229,0031XX 4TH ST SE,MP2020101690        ,2     ,2020/04/18 00:00:00+00,1535,2020/04/14 00:00:00+00,2020/04/18 15:35:00+00,800,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/19 00:00:00+00,18621,-93.21044,44.96999,-10376138.7226,5616798.9229,Prospect Park - East River Road,2020/04/19 00:00:00+00,2022/03/17 09:10:31+00,81
-10384771.5175,5621841.5811,0022XX LYNDALE AVE N,MP2020101821        ,4     ,2020/04/18 00:00:00+00,1749,2020/04/14 00:00:00+00,2020/04/18 17:49:00+00,900,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/19 00:00:00+00,15065,-93.28798,45.00203,-10384771.5175,5621841.5811,Hawthorne,2020/04/19 00:00:00+00,2022/03/17 09:10:31+00,89
-10380185.228,5617331.7098,0018XX WASHINGTON AVE S,MP2020101862        ,1     ,2020/04/18 00:00:00+00,1906,2020/04/18 00:00:00+00,2020/04/18 19:06:00+00,1813,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/19 00:00:00+00,21215,-93.24679,44.97338,-10380185.228,5617331.7098,Cedar Riverside,2020/04/19 00:00:00+00,2022/03/17 09:10:31+00,92
-10382234.8151,5613676.7113,0028XX PARK AVE,MP202010193         ,3     ,2020/01/12 00:00:00+00,1418,2020/01/12 00:00:00+00,2020/01/12 14:18:00+00,1400,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/01/12 00:00:00+00,16417,-93.2652,44.95014,-10382234.8151,5613676.7113,Phillips West,2020/01/12 00:00:00+00,2022/03/17 09:10:31+00,97
-10378828.8209,5618682.5341,0005XX 14TH AVE SE,MP2020101951        ,2     ,2020/04/18 00:00:00+00,1958,2020/04/14 00:00:00+00,2020/04/18 19:58:00+00,1600,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/19 00:00:00+00,16638,-93.2346,44.98196,-10378828.8209,5618682.5341,Marcy Holmes,2020/04/19 00:00:00+00,2022/03/17 09:10:31+00,98
-10384029.2237,5614100.7849,0027XX PILLSBURY AVE,MP2020102072        ,5     ,2020/04/18 00:00:00+00,2155,2020/04/17 00:00:00+00,2020/04/18 21:55:00+00,1400,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/20 00:00:00+00,14847,-93.28132,44.95284,-10384029.2237,5614100.7849,Whittier,2020/04/20 00:00:00+00,2022/03/17 09:10:31+00,101
-10376326.7188,5616319.6461,0001XX ORLIN AVE SE,MP2020102468        ,2     ,2020/04/19 00:00:00+00,959,2020/04/18 00:00:00+00,2020/04/19 09:59:00+00,1900,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/20 00:00:00+00,17588,-93.21212,44.96694,-10376326.7188,5616319.6461,Prospect Park - East River Road,2020/04/20 00:00:00+00,2022/03/17 09:10:31+00,106
-10385404.2207,5613482.2235,0011XX LAGOON AVE,MP2020102522        ,5     ,2020/04/19 00:00:00+00,1625,2020/04/19 00:00:00+00,2020/04/19 16:25:00+00,900,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/20 00:00:00+00,19777,-93.29367,44.94891,-10385404.2207,5613482.2235,Lowry Hill East,2020/04/20 00:00:00+00,2022/03/17 09:10:31+00,109
-10384592.4783,5606592.8018,0005XX 54TH ST W,MP2020102545        ,5     ,2020/04/19 00:00:00+00,1536,2020/04/19 00:00:00+00,2020/04/19 15:36:00+00,645,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/20 00:00:00+00,12663,-93.28638,44.90509,-10384592.4783,5606592.8018,Windom,2020/04/20 00:00:00+00,2022/03/17 09:10:31+00,111
-10383501.6071,5615947.5903,0018XX 1ST AVE S,MP2020102549        ,5     ,2020/04/19 00:00:00+00,1441,2020/04/19 00:00:00+00,2020/04/19 14:41:00+00,1200,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/19 00:00:00+00,,-93.27658,44.96458,-10383501.6071,5615947.5903,Steven's Square - Loring Heights,2020/04/19 00:00:00+00,2022/03/26 07:00:58+00,112
-10383807.5102,5616334.9594,0015XX LASALLE AVE,MP2020102583        ,1     ,2020/04/19 00:00:00+00,1604,2020/04/18 00:00:00+00,2020/04/19 16:04:00+00,2130,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/20 00:00:00+00,,-93.27932,44.96704,-10383807.5102,5616334.9594,Loring Park,2020/04/20 00:00:00+00,2022/03/26 07:00:58+00,113
-10384507.8347,5611860.778,0035XX HARRIET AVE,MP202010260         ,5     ,2020/01/12 00:00:00+00,1841,2020/01/12 00:00:00+00,2020/01/12 18:41:00+00,100,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/01/12 00:00:00+00,21765,-93.28562,44.9386,-10384507.8347,5611860.778,Lyndale,2020/01/12 00:00:00+00,2022/03/17 09:10:31+00,114
-10381697.4458,5615370.6021,0009XX 22ND ST E,MP2020102644        ,3     ,2020/04/19 00:00:00+00,1542,2020/04/19 00:00:00+00,2020/04/19 15:42:00+00,100,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/20 00:00:00+00,16430,-93.26037,44.96091,-10381697.4458,5615370.6021,Ventura Village,2020/04/20 00:00:00+00,2022/03/17 09:10:31+00,120
-10380237.3498,5616355.3826,0006XX CEDAR AVE S,MP2020102661        ,1     ,2020/04/19 00:00:00+00,1617,2020/04/19 00:00:00+00,2020/04/19 16:17:00+00,1317,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/20 00:00:00+00,19222,-93.24725,44.96717,-10380237.3498,5616355.3826,Cedar Riverside,2020/04/20 00:00:00+00,2022/03/17 09:10:31+00,122
-10389064.6178,5609033.5747,0045XX DREW AVE S,MP2020102844        ,5     ,2020/04/19 00:00:00+00,2108,2020/04/19 00:00:00+00,2020/04/19 21:08:00+00,2015,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/20 00:00:00+00,,-93.32655,44.92062,-10389064.6178,5609033.5747,Linden Hills,2020/04/20 00:00:00+00,2022/03/26 07:00:58+00,130
-10380955.4026,5612152.1196,0034XX 15TH AVE S,MP2020103353        ,3     ,2020/04/20 00:00:00+00,1243,2020/04/16 00:00:00+00,2020/04/20 12:43:00+00,2100,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/20 00:00:00+00,11605,-93.2537,44.94045,-10380955.4026,5612152.1196,Powderhorn Park,2020/04/20 00:00:00+00,2022/03/17 09:10:31+00,159
-10377673.3875,5619187.1208,0008XX 20TH AVE SE,MP2020103461        ,2     ,2020/04/20 00:00:00+00,1534,2020/04/13 00:00:00+00,2020/04/20 15:34:00+00,1700,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/21 00:00:00+00,19117,-93.22422,44.98517,-10377673.3875,5619187.1208,Como,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,165
-10377685.3617,5611872.0858,0035XX 33RD AVE S,MP2020103564        ,3     ,2020/04/20 00:00:00+00,1747,2020/04/13 00:00:00+00,2020/04/20 17:47:00+00,300,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/20 00:00:00+00,19385,-93.22433,44.93867,-10377685.3617,5611872.0858,Howe,2020/04/20 00:00:00+00,2022/03/17 09:10:31+00,172
-10384776.838,5614665.956,0025XX LYNDALE AVE S,MP2020103582        ,5     ,2020/04/20 00:00:00+00,1957,2020/04/19 00:00:00+00,2020/04/20 19:57:00+00,1600,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,16748,-93.28803,44.95643,-10384776.838,5614665.956,Whittier,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,173
-10380728.2869,5623593.7687,0007XX LOWRY AVE NE,MP2020103663        ,2     ,2020/04/20 00:00:00+00,2036,2020/04/20 00:00:00+00,2020/04/20 20:36:00+00,1700,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/21 00:00:00+00,11306,-93.25166,45.01316,-10380728.2869,5623593.7687,Holland,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,178
-10378347.3023,5617287.3016,0003XX HARVARD ST SE,MP2020103691        ,2     ,2020/04/20 00:00:00+00,2132,2020/04/20 00:00:00+00,2020/04/20 21:32:00+00,2132,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/21 00:00:00+00,20280,-93.23028,44.97309,-10378347.3023,5617287.3016,University of Minnesota,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,179
-10380610.1289,5616746.0541,0005XX 15TH AVE S,MP2020103815        ,1     ,2020/04/20 00:00:00+00,2308,2020/04/20 00:00:00+00,2020/04/20 23:08:00+00,2235,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,20266,-93.2506,44.96965,-10380610.1289,5616746.0541,Cedar Riverside,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,182
-10386470.5495,5618068.2846,0002XX LOGAN AVE N,MP2020104011        ,4     ,2020/04/21 00:00:00+00,452,2020/04/21 00:00:00+00,2020/04/21 04:52:00+00,345,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/22 00:00:00+00,19655,-93.30325,44.97806,-10386470.5495,5618068.2846,Harrison,2020/04/22 00:00:00+00,2022/03/17 09:10:31+00,191
-10387185.1163,5625741.9794,0039XX QUEEN AVE N,MP2020104049        ,4     ,2020/04/21 00:00:00+00,646,2020/04/21 00:00:00+00,2020/04/21 06:46:00+00,540,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,10535,-93.30967,45.0268,-10387185.1163,5625741.9794,Victory,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,193
-10382793.322,5614523.7855,0003XX 26TH ST E,MP2020104057        ,3     ,2020/04/21 00:00:00+00,836,2020/04/21 00:00:00+00,2020/04/21 08:36:00+00,555,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,22553,-93.27021,44.95553,-10382793.322,5614523.7855,Phillips West,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,195
-10382092.12,5607043.1084,0052XX COLUMBUS AVE,MP2020104080        ,3     ,2020/04/21 00:00:00+00,833,2020/04/20 00:00:00+00,2020/04/21 08:33:00+00,1200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,13346,-93.26392,44.90795,-10382092.12,5607043.1084,Page,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,196
-10383074.1321,5615509.0347,0020XX 3RD AVE S,MP2020104094        ,5     ,2020/04/21 00:00:00+00,908,2020/04/21 00:00:00+00,2020/04/21 09:08:00+00,745,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,16826,-93.27274,44.96179,-10383074.1321,5615509.0347,Whittier,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,197
-10385901.9803,5625158.6455,0037XX HUMBOLDT AVE N,MP2020104099        ,4     ,2020/04/21 00:00:00+00,812,2020/04/20 00:00:00+00,2020/04/21 08:12:00+00,1800,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/21 00:00:00+00,22370,-93.29814,45.02309,-10385901.9803,5625158.6455,Folwell,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,199
-10384207.8421,5615227.7108,0022XX PLEASANT AVE,MP2020104113        ,5     ,2020/04/21 00:00:00+00,759,2020/04/20 00:00:00+00,2020/04/21 07:59:00+00,2100,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,16765,-93.28292,44.96,-10384207.8421,5615227.7108,Whittier,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,200
-10381952.4667,5613258.2397,0030XX CHICAGO AVE,MP2020104127        ,3     ,2020/04/21 00:00:00+00,1020,2020/04/21 00:00:00+00,2020/04/21 10:20:00+00,750,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,19700,-93.26266,44.94748,-10381952.4667,5613258.2397,Powderhorn Park,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,201
-10385901.9803,5625158.6455,0037XX HUMBOLDT AVE N,MP2020104128        ,4     ,2020/04/21 00:00:00+00,851,2020/04/20 00:00:00+00,2020/04/21 08:51:00+00,2100,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/21 00:00:00+00,22370,-93.29814,45.02309,-10385901.9803,5625158.6455,Folwell,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,202
-10382655.1527,5615234.6545,0022XX 5TH AVE S,MP2020104174        ,3     ,2020/04/21 00:00:00+00,1457,2020/04/20 00:00:00+00,2020/04/21 14:57:00+00,2030,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,22558,-93.26897,44.96005,-10382655.1527,5615234.6545,Phillips West,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,208
-10375824.8148,5613016.6006,0031XX 46TH AVE S,MP2020104186        ,3     ,2020/04/21 00:00:00+00,954,2020/04/17 00:00:00+00,2020/04/21 09:54:00+00,954,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/21 00:00:00+00,11050,-93.20762,44.94595,-10375824.8148,5613016.6006,Cooper,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,209
-10385682.082,5619045.7232,0012XX OLSON MEMORIAL HWY,MP202010428         ,4     ,2020/01/13 00:00:00+00,47,2020/01/12 00:00:00+00,2020/01/13 00:47:00+00,2150,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/01/13 00:00:00+00,18941,-93.29616,44.98427,-10385682.082,5619045.7232,Harrison,2020/12/15 00:00:00+00,2022/03/17 09:10:31+00,214
-10388897.7996,5613023.2944,0031XX CHOWEN AVE S,MP2020104451        ,5     ,2020/04/21 00:00:00+00,1435,2020/04/20 00:00:00+00,2020/04/21 14:35:00+00,2000,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/21 00:00:00+00,23138,-93.32505,44.94599,-10388897.7996,5613023.2944,West Maka Ska,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,223
-10380147.6021,5616780.0688,0018XX RIVERSIDE AVE,MP2020104566        ,1     ,2020/04/21 00:00:00+00,1602,2020/04/21 00:00:00+00,2020/04/21 16:02:00+00,1251,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/21 00:00:00+00,22618,-93.24645,44.96987,-10380147.6021,5616780.0688,Cedar Riverside,2020/04/24 00:00:00+00,2022/03/17 09:10:31+00,226
-10383223.3747,5614127.7307,0027XX 2ND AVE S,MP2020104591        ,5     ,2020/04/21 00:00:00+00,1615,2020/04/20 00:00:00+00,2020/04/21 16:15:00+00,1500,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/22 00:00:00+00,21889,-93.27408,44.95301,-10383223.3747,5614127.7307,Whittier,2020/04/22 00:00:00+00,2022/03/17 09:10:31+00,227
-10377955.8744,5621482.0785,0011XX STINSON BLVD,MP2020104674        ,2     ,2020/04/21 00:00:00+00,1752,2020/04/21 00:00:00+00,2020/04/21 17:52:00+00,1745,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2020/04/21 00:00:00+00,18513,-93.22676,44.99974,-10377955.8744,5621482.0785,Mid - City Industrial,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,230
-10380254.3138,5613254.6088,0030XX CEDAR AVE S,MP2020104737        ,3     ,2020/04/21 00:00:00+00,1927,2020/04/21 00:00:00+00,2020/04/21 19:27:00+00,1500,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,11016,-93.24741,44.94746,-10380254.3138,5613254.6088,Powderhorn Park,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,236
-10381696.9148,5615844.8179,0009XX 19TH ST E,MP2020104745        ,3     ,2020/04/21 00:00:00+00,1934,2020/04/20 00:00:00+00,2020/04/21 19:34:00+00,1830,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2020/04/21 00:00:00+00,18708,-93.26037,44.96393,-10381696.9148,5615844.8179,Ventura Village,2020/04/21 00:00:00+00,2022/03/17 09:10:31+00,237
