publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID,x,y
0001XX 44TH ST E,MP2022703127,5,3/31/2022 12:00:00 AM,1731,3/31/2022 12:00:00 AM,3/31/2022 5:31:00 PM,1619,TFMV,THEFT FROM MOTR VEHC,07 ,4/2/2022 12:00:00 AM,,-93.276,44.92327,-10383437.0956029,5609449.63462518,King Field,4/3/2022 12:00:00 AM,12/1/2022 7:08:47 AM,23961,-10383437.0956,5609449.6346
0007XX WASHINGTON AVE N,MP2022703130,1,3/31/2022 12:00:00 AM,1835,3/31/2022 12:00:00 AM,3/31/2022 6:35:00 PM,1800,TFMV,THEFT FROM MOTR VEHC,07 ,4/1/2022 12:00:00 AM,,-93.2776,44.98817,-10383615.0245441,5619658.76109114,North Loop,4/1/2022 12:00:00 AM,12/1/2022 7:08:47 AM,23963,-10383615.0245,5619658.7611
0028XX DUPONT AVE S,MP2022703141,5,4/1/2022 12:00:00 AM,1146,3/30/2022 12:00:00 AM,4/1/2022 11:46:00 AM,1615,TFMV,THEFT FROM MOTR VEHC,07 ,4/2/2022 12:00:00 AM,,-93.29317,44.951,-10385348.6131925,5613810.11459808,Lowry Hill East,4/3/2022 12:00:00 AM,12/1/2022 7:08:47 AM,23970,-10385348.6132,5613810.1146
0026XX RUSSELL AVE N,MP2022703146,4,4/1/2022 12:00:00 AM,1320,3/31/2022 12:00:00 AM,4/1/2022 1:20:00 PM,2300,TFMV,THEFT FROM MOTR VEHC,07 ,4/2/2022 12:00:00 AM,,-93.31077,45.00738,-10387307.6301771,5622683.39999643,Jordan,4/2/2022 12:00:00 AM,12/1/2022 7:08:47 AM,23974,-10387307.6302,5622683.4
0015XX 6TH ST S,MP2022703158,1,4/1/2022 12:00:00 AM,1735,3/25/2022 12:00:00 AM,4/1/2022 5:35:00 PM,0,TFMV,THEFT FROM MOTR VEHC,07 ,4/4/2022 12:00:00 AM,,-93.25032,44.9689,-10380577.9620403,5616626.54996096,Cedar Riverside,4/4/2022 12:00:00 AM,12/1/2022 7:08:47 AM,23982,-10380577.962,5616626.55
0004XX 10TH ST N,MP2022703178,1,4/3/2022 12:00:00 AM,143,4/2/2022 12:00:00 AM,4/3/2022 1:43:00 AM,2100,TFMV,THEFT FROM MOTR VEHC,07 ,4/4/2022 12:00:00 AM,,-93.27883,44.97734,-10383751.7703008,5617954.24949095,Downtown West,4/4/2022 12:00:00 AM,12/1/2022 7:08:47 AM,23995,-10383751.7703,5617954.2495
0005XX 43RD ST E,MP2022703179,3,4/3/2022 12:00:00 AM,1133,4/3/2022 12:00:00 AM,4/3/2022 11:33:00 AM,900,TFMV,THEFT FROM MOTR VEHC,07 ,4/4/2022 12:00:00 AM,,-93.26823,44.92513,-10382571.3256772,5609743.00658417,Regina,4/4/2022 12:00:00 AM,12/1/2022 7:08:47 AM,23996,-10382571.3257,5609743.0066
0004XX NICOLLET MALL,MP2022703180,1,3/24/2022 12:00:00 AM,1542,3/18/2022 12:00:00 AM,3/24/2022 3:42:00 PM,2200,TFMV,THEFT FROM MOTR VEHC,07 ,4/4/2022 12:00:00 AM,,-93.2702,44.97928,-10382791.1174519,5618260.58787973,Downtown West,4/4/2022 12:00:00 AM,12/1/2022 7:08:47 AM,23997,-10382791.1175,5618260.5879
0004XX 10TH ST N,MP2022703193,1,4/3/2022 12:00:00 AM,2121,4/3/2022 12:00:00 AM,4/3/2022 9:21:00 PM,600,TFMV,THEFT FROM MOTR VEHC,07 ,4/4/2022 12:00:00 AM,,-93.27883,44.97734,-10383751.7703008,5617954.24949095,Downtown West,4/4/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24007,-10383751.7703,5617954.2495
0015XX MARSHALL ST NE,MP2022703203,2,4/4/2022 12:00:00 AM,1021,4/3/2022 12:00:00 AM,4/4/2022 10:21:00 AM,1300,TFMV,THEFT FROM MOTR VEHC,07 ,4/5/2022 12:00:00 AM,,-93.27116,45.00254,-10382898.2346578,5621921.78348134,Sheridan,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24013,-10382898.2347,5621921.7835
0001XX 1ST ST N,MP2022703205,1,4/4/2022 12:00:00 AM,1030,4/1/2022 12:00:00 AM,4/4/2022 10:30:00 AM,1915,TFMV,THEFT FROM MOTR VEHC,07 ,4/5/2022 12:00:00 AM,,-93.26845,44.98498,-10382596.0459466,5619157.61236353,North Loop,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24015,-10382596.0459,5619157.6124
0001XX 14TH ST W,MP2022703207,1,4/4/2022 12:00:00 AM,1136,4/3/2022 12:00:00 AM,4/4/2022 11:36:00 AM,1350,TFMV,THEFT FROM MOTR VEHC,07 ,4/5/2022 12:00:00 AM,,-93.28008,44.96879,-10383891.4905403,5616609.51955871,Loring Park,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24017,-10383891.4905,5616609.5196
0019XX 1ST ST S,MP2022703209,1,4/4/2022 12:00:00 AM,1151,4/3/2022 12:00:00 AM,4/4/2022 11:51:00 AM,1140,TFMV,THEFT FROM MOTR VEHC,07 ,4/5/2022 12:00:00 AM,,-93.24474,44.97554,-10379957.3286916,5617671.41463501,Cedar Riverside,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24018,-10379957.3287,5617671.4146
0004XX 2ND AVE N,MP2022703211,1,4/4/2022 12:00:00 AM,1201,4/3/2022 12:00:00 AM,4/4/2022 12:01:00 PM,1755,TFMV,THEFT FROM MOTR VEHC,07 ,4/5/2022 12:00:00 AM,,-93.27425,44.98164,-10383241.6547606,5618631.23304588,Downtown West,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24020,-10383241.6548,5618631.233
0009XX 15TH AVE SE,MP2022703237,2,4/4/2022 12:00:00 AM,1959,4/1/2022 12:00:00 AM,4/4/2022 7:59:00 PM,1700,TFMV,THEFT FROM MOTR VEHC,07 ,4/5/2022 12:00:00 AM,,-93.23038,44.98597,-10378357.9790176,5619312.90070727,Como,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24032,-10378357.979,5619312.9007
0015XX 31ST ST W,MP2022703243,5,4/5/2022 12:00:00 AM,833,4/4/2022 12:00:00 AM,4/5/2022 8:33:00 AM,1700,TFMV,THEFT FROM MOTR VEHC,07 ,4/5/2022 12:00:00 AM,,-93.30149,44.94659,-10386274.0391282,5613117.26239122,East Bde Maka Ska,4/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24037,-10386274.0391,5613117.2624
0005XX SAINT ANTHONY PKWY,MP2022703247,2,4/5/2022 12:00:00 AM,918,4/4/2022 12:00:00 AM,4/5/2022 9:18:00 AM,1715,TFMV,THEFT FROM MOTR VEHC,07 ,4/5/2022 12:00:00 AM,,-93.25478,45.0247,-10381074.3709387,5625410.52993633,Columbia Park,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24040,-10381074.3709,5625410.5299
0040XX CLINTON AVE,MP2022703250,5,4/5/2022 12:00:00 AM,954,4/4/2022 12:00:00 AM,4/5/2022 9:54:00 AM,1800,TFMV,THEFT FROM MOTR VEHC,07 ,4/5/2022 12:00:00 AM,,-93.27144,44.92963,-10382929.0682861,5610449.87342108,King Field,4/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24043,-10382929.0683,5610449.8734
0006XX 14TH ST E,MP2022703258,1,4/5/2022 12:00:00 AM,1115,4/5/2022 12:00:00 AM,4/5/2022 11:15:00 AM,1050,TFMV,THEFT FROM MOTR VEHC,07 ,4/5/2022 12:00:00 AM,,-93.2671,44.96891,-10382446.2324547,5616629.01501047,Elliot Park,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24048,-10382446.2325,5616629.015
0015XX LASALLE AVE,MP2022703262,1,4/5/2022 12:00:00 AM,1336,4/4/2022 12:00:00 AM,4/5/2022 1:36:00 PM,2100,TFMV,THEFT FROM MOTR VEHC,07 ,4/6/2022 12:00:00 AM,,-93.27933,44.96705,-10383807.5101941,5616334.95876022,Loring Park,4/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24050,-10383807.5102,5616334.9588
0000XX QUARRY CENTER DR,MP2022703266,2,4/5/2022 12:00:00 AM,1325,4/5/2022 12:00:00 AM,4/5/2022 1:25:00 PM,900,TFMV,THEFT FROM MOTR VEHC,07 ,4/6/2022 12:00:00 AM,,-93.23153,45.00357,-10378486.607329,5622084.29665351,Northeast Park,4/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24051,-10378486.6073,5622084.2967
0001XX MARQUETTE AVE,MP2022703273,1,4/5/2022 12:00:00 AM,2122,3/31/2022 12:00:00 AM,4/5/2022 9:22:00 PM,1400,TFMV,THEFT FROM MOTR VEHC,07 ,4/6/2022 12:00:00 AM,,-93.26594,44.98218,-10382316.5643925,5618716.63419604,Downtown West,4/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24055,-10382316.5644,5618716.6342
0003XX 9TH ST S,MP2022703289,1,4/6/2022 12:00:00 AM,1052,4/5/2022 12:00:00 AM,4/6/2022 10:52:00 AM,745,TFMV,THEFT FROM MOTR VEHC,07 ,4/6/2022 12:00:00 AM,,-93.26909,44.97292,-10382667.4719001,5617259.71681011,Downtown West,4/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24064,-10382667.4719,5617259.7168
0001XX 1ST ST N,MP2022703290,1,4/4/2022 12:00:00 AM,1352,4/3/2022 12:00:00 AM,4/4/2022 1:52:00 PM,1800,TFMV,THEFT FROM MOTR VEHC,07 ,4/6/2022 12:00:00 AM,,-93.26845,44.98498,-10382596.0459466,5619157.61236353,North Loop,4/6/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24065,-10382596.0459,5619157.6124
0030XX 13TH AVE S,MP2022703299,3,4/6/2022 12:00:00 AM,1255,4/6/2022 12:00:00 AM,4/6/2022 12:55:00 PM,1130,TFMV,THEFT FROM MOTR VEHC,07 ,4/7/2022 12:00:00 AM,,-93.25631,44.94746,-10381244.8870021,5613253.53345264,Powderhorn Park,4/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24070,-10381244.887,5613253.5335
0004XX 6TH AVE N,MP2022703301,1,4/6/2022 12:00:00 AM,1310,4/5/2022 12:00:00 AM,4/6/2022 1:10:00 PM,1900,TFMV,THEFT FROM MOTR VEHC,07 ,4/7/2022 12:00:00 AM,,-93.27875,44.98484,-10383742.7577532,5619134.47823273,North Loop,4/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24071,-10383742.7578,5619134.4782
0015XX 35TH ST W,MP2022703303,5,4/6/2022 12:00:00 AM,1341,4/5/2022 12:00:00 AM,4/6/2022 1:41:00 PM,1700,TFMV,THEFT FROM MOTR VEHC,07 ,4/7/2022 12:00:00 AM,,-93.30155,44.93952,-10386281.1157322,5612005.31358636,East Bde Maka Ska,4/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24073,-10386281.1157,5612005.3136
0013XX NICOLLET MALL,MP2022703306,1,4/6/2022 12:00:00 AM,1423,4/6/2022 12:00:00 AM,4/6/2022 2:23:00 PM,0,TFMV,THEFT FROM MOTR VEHC,07 ,4/7/2022 12:00:00 AM,,-93.27774,44.97052,-10383630.6243561,5616881.24380765,Loring Park,4/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24075,-10383630.6244,5616881.2438
0009XX DELAWARE ST SE,MP2022703317,2,4/6/2022 12:00:00 AM,1641,4/5/2022 12:00:00 AM,4/6/2022 4:41:00 PM,2200,TFMV,THEFT FROM MOTR VEHC,07 ,4/7/2022 12:00:00 AM,,-93.22498,44.97249,-10377757.8172341,5617190.90761335,Prospect Park - East River Road,4/7/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24080,-10377757.8172,5617190.9076
0031XX DEAN CT,MP2022703335,5,4/7/2022 12:00:00 AM,1121,4/2/2022 12:00:00 AM,4/7/2022 11:21:00 AM,1200,TFMV,THEFT FROM MOTR VEHC,07 ,4/8/2022 12:00:00 AM,,-93.31912,44.95082,-10388236.5321011,5613783.13897567,Cedar - Isles - Dean,4/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24091,-10388236.5321,5613783.139
0019XX 1ST ST S,MP2022703340,1,4/7/2022 12:00:00 AM,1252,4/3/2022 12:00:00 AM,4/7/2022 12:52:00 PM,245,TFMV,THEFT FROM MOTR VEHC,07 ,4/8/2022 12:00:00 AM,,-93.24474,44.97554,-10379957.3286916,5617671.41463501,Cedar Riverside,4/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24094,-10379957.3287,5617671.4146
0015XX HARMON PL,MP2022703351,1,4/7/2022 12:00:00 AM,1623,4/5/2022 12:00:00 AM,4/7/2022 4:23:00 PM,400,TFMV,THEFT FROM MOTR VEHC,07 ,4/8/2022 12:00:00 AM,,-93.28481,44.9717,-10384417.2291433,5617067.92711679,Loring Park,4/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24101,-10384417.2291,5617067.9271
0035XX DUPONT AVE S,MP2022703358,5,4/8/2022 12:00:00 AM,1005,4/7/2022 12:00:00 AM,4/8/2022 10:05:00 AM,1900,TFMV,THEFT FROM MOTR VEHC,07 ,4/8/2022 12:00:00 AM,,-93.2933,44.9386,-10385362.2902117,5611860.6417954,South Uptown,4/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24106,-10385362.2902,5611860.6418
0035XX DUPONT AVE S,MP2022703359,5,4/8/2022 12:00:00 AM,1005,4/7/2022 12:00:00 AM,4/8/2022 10:05:00 AM,2000,TFMV,THEFT FROM MOTR VEHC,07 ,4/8/2022 12:00:00 AM,,-93.2933,44.9386,-10385362.2902117,5611860.6417954,South Uptown,4/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24107,-10385362.2902,5611860.6418
0009XX 22ND ST W,MP202270337,5,4/4/2022 12:00:00 AM,1840,4/4/2022 12:00:00 AM,4/4/2022 6:40:00 PM,1200,AUTOTH,AUTOMOBILE THEFT,08 ,4/5/2022 12:00:00 AM,,-93.29119,44.96092,-10385127.7002181,5615371.25961876,Lowry Hill East,4/5/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24112,-10385127.7002,5615371.2596
0009XX 56TH ST W,MP2022703375,5,4/7/2022 12:00:00 AM,1639,4/7/2022 12:00:00 AM,4/7/2022 4:39:00 PM,500,TFMV,THEFT FROM MOTR VEHC,07 ,4/8/2022 12:00:00 AM,,-93.27872,44.90151,-10383740.053526,5606030.00069701,Windom,4/8/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24116,-10383740.0535,5606030.0007
0021XX CALIFORNIA ST NE,MP2022703379,2,4/8/2022 12:00:00 AM,1425,4/7/2022 12:00:00 AM,4/8/2022 2:25:00 PM,2300,TFMV,THEFT FROM MOTR VEHC,07 ,4/11/2022 12:00:00 AM,,-93.2689,45.00955,-10382646.1187868,5623024.69054276,Bottineau,4/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24117,-10382646.1188,5623024.6905
0011XX SPRING ST NE,MP2022703380,2,4/8/2022 12:00:00 AM,1442,3/1/2022 12:00:00 AM,4/8/2022 2:42:00 PM,1425,TFMV,THEFT FROM MOTR VEHC,07 ,4/10/2022 12:00:00 AM,,-93.24288,44.9951,-10379750.2292664,5620749.87619742,Beltrami,4/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24118,-10379750.2293,5620749.8762
0001XX HENNEPIN AVE,MP2022703386,1,4/8/2022 12:00:00 AM,1549,4/6/2022 12:00:00 AM,4/8/2022 3:49:00 PM,1900,TFMV,THEFT FROM MOTR VEHC,07 ,4/10/2022 12:00:00 AM,,-93.26729,44.98338,-10382467.6796742,5618904.9125112,North Loop,4/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24122,-10382467.6797,5618904.9125
0045XX 43RD ST E,MP2022703387,3,4/8/2022 12:00:00 AM,1607,4/8/2022 12:00:00 AM,4/8/2022 4:07:00 PM,1530,TFMV,THEFT FROM MOTR VEHC,07 ,4/10/2022 12:00:00 AM,,-93.20828,44.92524,-10375898.6707904,5609759.16432914,Hiawatha,4/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24123,-10375898.6708,5609759.1643
0038XX 16TH AVE S,MP2022703399,3,4/9/2022 12:00:00 AM,1032,4/8/2022 12:00:00 AM,4/9/2022 10:32:00 AM,2215,TFMV,THEFT FROM MOTR VEHC,07 ,4/10/2022 12:00:00 AM,,-93.25113,44.93321,-10380668.5365411,5611012.61409823,Bancroft,4/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24130,-10380668.5365,5611012.6141
0022XX HARRIET AVE,MP2022703404,5,4/9/2022 12:00:00 AM,1212,4/9/2022 12:00:00 AM,4/9/2022 12:12:00 PM,600,TFMV,THEFT FROM MOTR VEHC,07 ,4/10/2022 12:00:00 AM,,-93.28547,44.96001,-10384491.2205912,5615228.44782492,Whittier,4/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24132,-10384491.2206,5615228.4478
0025XX PLEASANT AVE,MP2022703421,5,4/9/2022 12:00:00 AM,2137,4/8/2022 12:00:00 AM,4/9/2022 9:37:00 PM,2115,TFMV,THEFT FROM MOTR VEHC,07 ,4/10/2022 12:00:00 AM,,-93.28295,44.95643,-10384210.6566949,5614664.88948648,Whittier,4/10/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24143,-10384210.6567,5614664.8895
0001XX ELMWOOD PL W,MP2022703440,5,4/9/2022 12:00:00 AM,1814,4/7/2022 12:00:00 AM,4/9/2022 6:14:00 PM,2200,TFMV,THEFT FROM MOTR VEHC,07 ,4/11/2022 12:00:00 AM,,-93.28143,44.9101,-10384041.4249022,5607380.048493,Tangletown,4/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24153,-10384041.4249,5607380.0485
0024XX STEVENS AVE,MP2022703443,5,4/11/2022 12:00:00 AM,953,4/10/2022 12:00:00 AM,4/11/2022 9:53:00 AM,2000,TFMV,THEFT FROM MOTR VEHC,07 ,4/11/2022 12:00:00 AM,,-93.2753,44.95826,-10383359.0616266,5614952.9200821,Whittier,4/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24156,-10383359.0616,5614952.9201
0024XX GLENWOOD AVE,MP2022703445,4,4/11/2022 12:00:00 AM,1001,4/11/2022 12:00:00 AM,4/11/2022 10:01:00 AM,235,TFMV,THEFT FROM MOTR VEHC,07 ,4/11/2022 12:00:00 AM,,-93.31209,44.98073,-10387454.2936678,5618488.81021796,Harrison,4/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24158,-10387454.2937,5618488.8102
0035XX 24TH AVE S,MP2022703451,3,4/11/2022 12:00:00 AM,1043,4/10/2022 12:00:00 AM,4/11/2022 10:43:00 AM,2200,TFMV,THEFT FROM MOTR VEHC,07 ,4/11/2022 12:00:00 AM,,-93.23721,44.93863,-10379118.6040472,5611865.77277608,Corcoran,4/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24161,-10379118.604,5611865.7728
0034XX DUPONT AVE S,MP2022703465,5,4/11/2022 12:00:00 AM,1313,4/11/2022 12:00:00 AM,4/11/2022 1:13:00 PM,255,TFMV,THEFT FROM MOTR VEHC,07 ,4/11/2022 12:00:00 AM,,-93.29328,44.94042,-10385360.5106217,5612146.15432021,South Uptown,4/11/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24171,-10385360.5106,5612146.1543
0004XX NICOLLET MALL,MP2022703472,1,4/11/2022 12:00:00 AM,1407,4/11/2022 12:00:00 AM,4/11/2022 2:07:00 PM,1100,TFMV,THEFT FROM MOTR VEHC,07 ,4/12/2022 12:00:00 AM,,-93.2702,44.97928,-10382791.1174519,5618260.58787973,Downtown West,4/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24177,-10382791.1175,5618260.5879
0029XX PLEASANT AVE,MP2022703477,5,4/11/2022 12:00:00 AM,1452,4/9/2022 12:00:00 AM,4/11/2022 2:52:00 PM,900,TFMV,THEFT FROM MOTR VEHC,07 ,4/12/2022 12:00:00 AM,,-93.283,44.94955,-10384216.5227954,5613582.36453595,Whittier,4/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24181,-10384216.5228,5613582.3645
0007XX 21ST AVE S,MP2022703480,1,4/11/2022 12:00:00 AM,1700,4/10/2022 12:00:00 AM,4/11/2022 5:00:00 PM,1600,TFMV,THEFT FROM MOTR VEHC,07 ,4/12/2022 12:00:00 AM,,-93.2425,44.96596,-10379707.5347928,5616163.7820742,Cedar Riverside,4/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24183,-10379707.5348,5616163.7821
0010XX 27TH ST W,MP2022703484,5,4/11/2022 12:00:00 AM,1843,4/9/2022 12:00:00 AM,4/11/2022 6:43:00 PM,1800,TFMV,THEFT FROM MOTR VEHC,07 ,4/12/2022 12:00:00 AM,,-93.29252,44.95374,-10385275.7980664,5614241.89442369,Lowry Hill East,4/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24186,-10385275.7981,5614241.8944
0004XX 2ND AVE N,MP2022703488,1,4/11/2022 12:00:00 AM,2307,4/11/2022 12:00:00 AM,4/11/2022 11:07:00 PM,1745,TFMV,THEFT FROM MOTR VEHC,07 ,4/12/2022 12:00:00 AM,,-93.27425,44.98164,-10383241.6547606,5618631.23304588,Downtown West,4/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24190,-10383241.6548,5618631.233
0018XX 1ST AVE S,MP2022703494,5,4/12/2022 12:00:00 AM,934,4/12/2022 12:00:00 AM,4/12/2022 9:34:00 AM,600,TFMV,THEFT FROM MOTR VEHC,07 ,4/12/2022 12:00:00 AM,,-93.27658,44.96458,-10383501.6069841,5615947.58977873,Steven's Square - Loring Heights,4/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24192,-10383501.607,5615947.5898
0001XX MARQUETTE AVE,MP2022703495,1,4/12/2022 12:00:00 AM,938,4/11/2022 12:00:00 AM,4/12/2022 9:38:00 AM,530,TFMV,THEFT FROM MOTR VEHC,07 ,4/12/2022 12:00:00 AM,,-93.26594,44.98218,-10382316.5643925,5618716.63419604,Downtown West,4/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24193,-10382316.5644,5618716.6342
0004XX CLIFTON AVE,MP2022703496,1,4/12/2022 12:00:00 AM,1104,4/10/2022 12:00:00 AM,4/12/2022 11:04:00 AM,600,TFMV,THEFT FROM MOTR VEHC,07 ,4/12/2022 12:00:00 AM,,-93.28409,44.96615,-10384336.8910752,5616194.38985028,Loring Park,4/12/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24194,-10384336.8911,5616194.3899
0026XX PARK AVE,MP2022703509,3,4/12/2022 12:00:00 AM,1413,4/11/2022 12:00:00 AM,4/12/2022 2:13:00 PM,300,TFMV,THEFT FROM MOTR VEHC,07 ,4/13/2022 12:00:00 AM,,-93.26515,44.95464,-10382228.5984388,5614382.69461288,Phillips West,4/13/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24204,-10382228.5984,5614382.6946
0004XX 2ND AVE N,MP2022703533,1,4/13/2022 12:00:00 AM,844,4/12/2022 12:00:00 AM,4/13/2022 8:44:00 AM,1030,TFMV,THEFT FROM MOTR VEHC,07 ,4/13/2022 12:00:00 AM,,-93.27425,44.98164,-10383241.6547606,5618631.23304588,Downtown West,4/13/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24219,-10383241.6548,5618631.233
0025XX DELAWARE ST SE,MP2022703544,2,4/13/2022 12:00:00 AM,1113,4/13/2022 12:00:00 AM,4/13/2022 11:13:00 AM,1000,TFMV,THEFT FROM MOTR VEHC,07 ,4/14/2022 12:00:00 AM,,-93.22146,44.97218,-10377365.7879524,5617142.54940905,Prospect Park - East River Road,4/14/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24223,-10377365.788,5617142.5494
0004XX 40TH AVE N,MP2022703547,4,4/13/2022 12:00:00 AM,1204,3/9/2022 12:00:00 AM,4/13/2022 12:04:00 PM,2230,TFMV,THEFT FROM MOTR VEHC,07 ,4/14/2022 12:00:00 AM,,-93.2854,45.02756,-10384483.5595457,5625860.87542079,Camden Industrial,4/14/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24225,-10384483.5595,5625860.8754
0000XX QUARRY CENTER DR,MP2022703582,2,4/14/2022 12:00:00 AM,1121,4/14/2022 12:00:00 AM,4/14/2022 11:21:00 AM,745,TFMV,THEFT FROM MOTR VEHC,07 ,4/14/2022 12:00:00 AM,,-93.23153,45.00357,-10378486.607329,5622084.29665351,Mid - City Industrial,4/14/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24244,-10378486.6073,5622084.2967
0040XX 16TH AVE S,MP2022703584,3,4/14/2022 12:00:00 AM,1151,4/13/2022 12:00:00 AM,4/14/2022 11:51:00 AM,525,TFMV,THEFT FROM MOTR VEHC,07 ,4/14/2022 12:00:00 AM,,-93.25112,44.92955,-10380667.660975,5610437.69747631,Bancroft,4/14/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24246,-10380667.661,5610437.6975
0010XX 27TH ST W,MP2022703586,5,4/14/2022 12:00:00 AM,1206,4/10/2022 12:00:00 AM,4/14/2022 12:06:00 PM,30,TFMV,THEFT FROM MOTR VEHC,07 ,4/14/2022 12:00:00 AM,,-93.29252,44.95374,-10385275.7980664,5614241.89442369,Lowry Hill East,4/15/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24248,-10385275.7981,5614241.8944
0049XX 46TH AVE S,MP2022703597,3,4/14/2022 12:00:00 AM,1507,4/14/2022 12:00:00 AM,4/14/2022 3:07:00 PM,1245,TFMV,THEFT FROM MOTR VEHC,07 ,4/15/2022 12:00:00 AM,,-93.20688,44.91628,-10375742.2449868,5608351.39385141,Hiawatha,4/15/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24252,-10375742.245,5608351.3939
0011XX 41ST ST E,MP2022703602,3,4/14/2022 12:00:00 AM,1606,4/8/2022 12:00:00 AM,4/14/2022 4:06:00 PM,1200,TFMV,THEFT FROM MOTR VEHC,07 ,4/15/2022 12:00:00 AM,,-93.25809,44.92874,-10381443.324993,5610309.39623849,Bancroft,4/15/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24255,-10381443.325,5610309.3962
0001XX 32ND ST E,MP2022703614,5,4/14/2022 12:00:00 AM,1952,4/14/2022 12:00:00 AM,4/14/2022 7:52:00 PM,200,TFMV,THEFT FROM MOTR VEHC,07 ,4/15/2022 12:00:00 AM,,-93.27602,44.94496,-10383438.5052612,5612861.09789982,Lyndale,4/15/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24263,-10383438.5053,5612861.0979
0001XX 31ST ST W,MP2022703624,5,4/15/2022 12:00:00 AM,934,4/14/2022 12:00:00 AM,4/15/2022 9:34:00 AM,1700,TFMV,THEFT FROM MOTR VEHC,07 ,4/15/2022 12:00:00 AM,,-93.28053,44.9466,-10383941.5891992,5613118.71140784,Lyndale,4/15/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24269,-10383941.5892,5613118.7114
0022XX 25TH AVE S,MP2022703638,1,4/15/2022 12:00:00 AM,1252,4/14/2022 12:00:00 AM,4/15/2022 12:52:00 PM,2130,TFMV,THEFT FROM MOTR VEHC,07 ,4/15/2022 12:00:00 AM,,-93.23619,44.96006,-10379005.7046638,5615236.53916974,Cedar Riverside,4/15/2022 12:00:00 AM,12/1/2022 7:08:47 AM,24278,-10379005.7047,5615236.5392
